topic,label,tweet
national ice cream day,positive,"Sunday, July 19th is National Ice Cream Day. Come celebrate with us! Get up to TWO free toppings with any... http://t.co/nChREYEZuw"
tgif,positive,Just a typical Friday night spent @ TGIF w/ the squad
amazon prime day,negative,Amazon Prime Day is not the new Black Friday as British retailers have little appetite for mega sales... yet. http://t.co/JgLdIuLtHE
beyonce,positive,Beyonce is really just the 8th wonder of the world
madonna,positive,"On September 4 1987, Madonna performed Causing A Commotion live via satellite from the Stadio Communale in Turin,... http://t.co/qWtVePNbAI"
sony,negative,"@sine_injuria It may be planned obsolescence, but to me, it just means I don't buy stuff from companies like Sony."
iron maiden,positive,"Jen Meehan becomes the 9th official  Iron Maiden by successfully completing one repetition of the pistol, pull up... http://t.co/A9VtLywpXq"
saudi arabia,negative,Today is 9 months since the 26 March start of Saudi Arabia's US and UK-assisted war on Yemen. There is no end in sight.
janet jackson,positive,I can't make my mind up if I wanna drive to Charlotte on the 18th to see Janet Jackson or not. The venue is outside
dean ambrose,negative,July 27th 2015- the day all the women who find Dean Ambrose attractive died
ed sheeran,positive,Last year on September 8th I was meeting Ed Sheeran and this year on September 8th I'm going back to school... opposite of glo up
scott walker,negative,Scott Walker said Sunday he is open to building a wall on the U.S. border with Canada. (Idiot) #tcot
chris evans,negative,Watching TFI Friday/The Chris Evans Show:D Nothing like it used to be. Talk about painful to watch. Some things are best left in the past.
ice cube,positive,"Next Friday, we're screening the Ice Cube classic FRIDAY. Tix just $3 http://t.co/JJ2B8zxSoz #damnnnnnn"
paul mccartney,positive,Paul McCartney coming to the ACC Oct 17.  #going
teen wolf,positive,"Well, I've finished my Teen Wolf watching for the night. Continuing again tomorrow when I wake up :)"
kendrick lamar,positive,Kendrick Lamar's Black Friday still gives me chills every time I listen to it
nicki,positive,@nicki_belles @Siggy116 @Jgrizam22 @bryantbreck I like the attitude Nicki. I'm gonna do it tomorrow. If I figure out how to do it lol
valentine,positive,"@Hurricane_Val @MikeDoocyFox4 Thanks for watching, Valentine! We hope you enjoyed Sports Sunday on @FOX4"
ps4,positive,"@jess_maij95 Awesome! It's very chilled here. Working till the 25th. Took my PS4 with me  :) however, I might go shark cage diving though."
harper,negative,Does anyone know where Harper will be appearing tomorrow on #PEI?  #Charlottetown?  #Summerside? The coward is keeping it secret again.
jeb bush,positive,"Former Florida Gov. Jeb Bush said Thursday that his chief opponent, front-runner Donald Trump, is ""trying to insult his way"" to the White"
zayn,positive,Zayn is my 5th most played artist. I just wanted to clarify this b4 I'm accused of bandwagoning when he blows up
iron maiden,positive,Who's ready for Iron Maiden day tomorrow @PlanetRockRadio. Maidens The Book of souls album is unleashed . http://t.co/IEXJzAaIG2
sharknado,positive,@TaraReid I hope to see u in Sharknado 4! April just gave birth to a baby inside a freaking shark! she can survive everything! #AprilLives
sam smith,positive,"Ok, Caribou playing Can't Do Without You made me dance so hard I may have cried, so I get it Sam Smith girls."
frank gifford,negative,Fail: Philly Daily News with the 2nd worse possible Frank Gifford death photo http://t.co/VxJjPzN51O v http://t.co/J12bmaD8oT
milan,positive,"SM: Sold out derby?: With days still to go before the kick off Sunday evening between Inter and Milan, it is o... http://t.co/5ZjcqEGKgL"
moto g,positive,@kp_85 @YesImprovisers @MotorolaIndia enjoy the vibes with Moto G (3rd Gen.) #MotoBffRevealed http://t.co/zjeNPFx1Sw
shawn,positive,Sebastian's going to be hanging out with Shawn in October.. They better take lots of pictures together
sharknado,positive,Think I may have fallen in love with @CassieScerbo only 30 minutes into Sharknado 1 ha.
pope,positive,"Beginning today at noon., 10,000 tickets will be available to the public for the Pope's event on Saturday,... http://t.co/WWuJO6GpII"
xbox,negative,Can't even start the update till tomorrow can't even play my Xbox till tomorrow because of the movers
sharknado,positive,"Jake and I will be in Sharknado 4. We may die in the first scene, but we'll be in it. #HollywoodDreams"
boko haram,negative,"Biu was on Friday reinstated and statutorily retired by the PSC, 3yrs after dismissal for aiding the escape of Boko Haram, Kabiru Sokoto."
venice beach,positive,Another beautiful day...hanging out at #VeniceBeach #Sunday #LosAngeles @ Venice Beach https://t.co/LVA06zihAj
metlife,positive,@otra_oh Haha maybe that's what all the commotion was about at MetLife on August 5th
briana,positive,"@BrianaBowers why hello and happy Thursday to you Briana, it's been a while, I love your new profile picture btw, gorgeous"
shawn,positive,"been with Shawn every day since last Friday.  booooa, i could get use to being with him everyday."
carly fiorina,positive,Stars aligning for Fiorina?: Carly Fiorina rolled into Iowa on Thursday with a new status: surging presidential contender.  #news
shawn,positive,If someone has connections at the **** **** hotel Saturday can you please get me and two friends in to see Shawn :(
national ice cream day,positive,Sunday 7/19 is National Ice Cream Day and we're celebrating with  $1 Vanilla cones! Come on by 4th &amp; Osuna Sunday from 12 to 5.
u2,positive,"HOLD ME, THRILL ME, KISS ME, KILL ME by U2 was no.13 in the UK charts on 16 August 1995 https://t.co/XmCsIIkyQ9"
george osborne,negative,Jeremy Corbyn's economic policy is so radical but reasonable George Osborne got a nose bleed reading it! #AnotherWay http://t.co/UQtuTV451e
valentine,negative,One of the infinite reasons why valentine's day is the worst holiday in human existence https://t.co/rTXBO4Dj1x
sharknado,positive,"I have grown to love @TaraReid's character, April, throughout the Sharknado franchise. #Sharknado3"
chelsea,positive,@MrsCollyO Happy birthday!! Have a top day. And hope Everton batter Chelsea on Saturday for you haha! x
bob marley,positive,Monday Afternoon Love Muse from the Legend himself Mr Bob Marley! http://t.co/x8qsdzWs99
chris evans,positive,@michelle978806 dude I've already basically accepted that I won't be able to afford meeting Chris Evans. I may just spring for Hayley.
harper,negative,Of many single issue reasons to reject Harper. This is one. Imagine the cost of removing all that concrete. #elxn42  https://t.co/hTwpHozGOT
thor,positive,Thor and Odin have more to do with Dec 25 than Jesus
jeb bush,negative,Jeb Bush should speak English only as it encourages ESL /we should be honoring this country - not making it into a 3rd world one!
thor,positive,Thor the dog loves Tuesday night D&amp;D. https://t.co/HKHfrWuq76
paul mccartney,positive,Paul Mccartney is coming to State College in October to perform live at the Bryce Jordan Center!!! OMFG *faints* http://t.co/IAZPL9dgfm
trump,positive,"Wish I was there tomorrow!  Tea Party to Gather with Trump, Cruz, Palin Against Iran Deal http://t.co/qgL9R4dshl via @BreitbartNews"
foo fighters,positive,Could not be happier about the fact that I'm seeing the Foo Fighters on Tuesday.
grateful dead,positive,@gabbi_townsend November 5th at Wells Fargo with (the remaining members of) Grateful Dead
josh hamilton,positive,Josh Hamilton' gonna hit a dramatic homer to clinch the second wild card over the Angels https://t.co/kLdpOsQ2M1
miss usa,positive,"Wow! Big 24 hours for @BKComets!! 1st, @theOliviaJordan named Miss USA, now @kidkeuchy is named a starter for the MLB All-Star Game!! #Tulsa"
big brother,positive,"BREAKING NEWS: Bobby, Chloe-Jasmine &amp; Stevie, Gail and Chris all face eviction from the Celebrity Big Brother house on Tuesday #cbb #CBBBOTS"
lady gaga,positive,Take me down to the river Underneath the blood orange sun #MTVStars Lady Gaga
kendrick lamar,negative,"Ito Black Friday, kendrick Lamar's remix genuinely reminds my why I think he's the goat"
paul dunne,positive,"Tom Rinaldi asks Paul Dunne what he'll be thinking if he tees off Monday with share of lead. ""Make contact with the ball."" Great stuff."
kanye west,positive,wish I could post my real feelings about Kanye west without hurting my future career whatever that may be...
national hot dog day,positive,"Greenville Avenue Pizza Company -GAPCo is taking it old school for National Hot Dog Day! On Wed, July 23 (11 am -... http://t.co/Vue02XjM2h"
seth rollins,positive,@JohnCena that was golden what you said to Seth Rollins on Monday Night Raw. Go Cena! 16X champion coming soon to you.
google,positive,Not the same digest in relation to the google android wafer other self january complement other self: ivsH http://t.co/8S1ajpX4iO
zac brown band,positive,What's better than beers with @triviaguy17 ? Cold beers on a Friday night at Zac Brown Band #Bros #SummerOfCountry
scott walker,positive,"I gotta say, Rubio sounds about as ""presidential"" as any of them. He's a close 2nd to Scott Walker in my book. http://t.co/aoEOC351I7"
david cameron,positive,"David Cameron @David_Cameron Sep 4  Taking refugees direct from camps allows a safe route to the UK, rather than the hazardous journey."
labor day,positive,D'Frankie's Studios after Labor Day flash sale is going on now until tomorrow at midnight. Message us for more... http://t.co/UlEODPGFop
david price,positive,"Tomorrow, David Price takes the mound. That is nice."
floyd mayweather,positive,@woodhousecurtis see Ricky Hatton has said in an interview that Floyd Mayweather is the 3rd best of all time
ric flair,positive,I hope Ric Flair prevents John Cena from getting his 16th title. Wwe write that into the script @TripleH @StephMcMahon
star wars day,positive,In honor of the release of Star Wars: The Force Awakes this Thursday December 17th is Star Wars Day at NWPHS.... https://t.co/pV3Y634ZXX
murray,positive,Come on @andy_murray!! Tempted to make my way across to Flushing Meadows on Wednesday if Murray comes back to win here! #USOpen
david wright,negative,David Wright grounds out in the 9th. Was 2-for-5 today.
ukip,negative,Deplorable and wrong-headed comments by Bristol's only UKIP councillor. I hope he loses his seat in May and UKIP fold http://t.co/l4k1GggRlm
ps4,positive,Reminder: the wonderful madness that is Super Time Force hits the PS4 and Vita tomorrow. REJOICE. http://t.co/c2S0aoQgOm
amazon prime,positive,@MrsAshRick I used Amazon Prime to get Harper a Pete the Cat shirt :) Wish she could have it in time for the Pete the Cat parade tomorrow.
sarah palin,negative,Pls CNN why in a world u bring this idiot Sarah Palin on Sunday great news program state of the Union CNN u really fuck up my Sunday
yoga,positive,@rosieprimrose I'm going to start yoga with @AmyBrambleYoga tomorrow!
amazon,negative,"Damnit Amazon! When you say you're going to ship something on the 8th, I expect it to ship on the 8th!"
katy perry,positive,It's Friday so I'm washing my hair with loreal kids (the red one) and watching the Katy Perry movie #treatyoself
lady gaga,negative,Lady Gaga you turn me on in such weird ways. I'll bite your ass 1st home girl
moto g,positive,"@filiptepper I guess if you run Android, the performance matters quite a lot ;). My wife is really happy with Moto G (3rd gen) perf vs Nexu4"
labor day,positive,"Aww it's Labor Day on the movie, that was just Monday haha"
john cena,positive,"I liked a @YouTube video http://t.co/5SCPrO0Gho John Cena lectures Nikki Bella about the laundry hampers: Total Divas, December 1,"
watchman,positive,A portion of book sales from our Harper Lee/Go Set a Watchman release party on Mon. 7/13 will support @CAP_Tulsa and the great work they do.
game of thrones,positive,@Nowacking I though you may want that you and the rest of the @Elite3Official crew sweet talked me into buying Game Of Thrones.  I'm hooked.
carly fiorina,positive,"CNN changed the rules, and Carly Fiorina may make it into the next primetime GOP debate: http://t.co/c9YsOk7myz http://t.co/SZi5OPhVY6"
israel,positive,Shabath Shalom to all of you :) May the God of Israel bless you all :)
eric church,positive,@TheRealPres10 @Titans I'm working the Eric church concert the 30th no way I can make opening morning practice
tony blair,positive,Tony Blair is right: Without the Iraq war there would be no Islamic State! #UniteBlue https://t.co/tTgNcdiZPx
bbc,positive,"@GaryAPhilipson Hello gary, did'ent realise you where on BBC radio newcastle on a mon night, i love the show and the songs, you on every mon"
@microsoft,positive,We're excited to learn about #cloud #analytics from @Microsoft tomorrow! Join us https://t.co/p0bMREBBHC #tech #rva http://t.co/1XHmPdSvzq
the royals,positive,It's Friday. We're having meatloaf. And the Royals are still going to the World Series! #notadream #goodstuff http://t.co/IXweSemgHX
frank gifford,negative,".@gshevlin Oh, 'conservative' @DebbieSchlussel even ripped Frank Gifford over Vietnam after he died, she may be more than just an asshole"
amy schumer,positive,Amy Schumer will be here Friday &amp; I want to go!
amazon prime,positive,Im in the mood to watch Next Friday but Netflix don't have it. Let me check on Amazon Prime
teen wolf,positive,@TylerL_Hoechlin you knocked it out with 7th heaven and killed it on Teen Wolf! #BeforeDerek #therewasMartin #NextAlistCeleb #makehimhuge
magic mike xxl,positive,"Attention, Queens. I finally found a good copy of Magic Mike XXL so I will be watching it a 3rd and 4th time with whoever hasn't seen it yet"
welbeck,positive,"Hull on Saturday right. OX, Cazorla, Alexis behind Welbeck for me. Rest picks it's self."
bob marley,positive,"Monday Wisdom from Bob Marley: ""Some people feel the rain, others just get wet."" Let's get those galoshes on, here comes the week!"
dustin johnson,positive,Really hope Dustin Johnson pulls it out the bag tomorrow and ties up #TheOpen  #Adidas #AdidasGolf
ed sheeran,positive,I just remembered im not going to the Ed Sheeran concert tomorrow so nobody talk to me tomorrow its gonna be a horrible day.
paul mccartney,positive,See the legendary Paul McCartney LIVE at Air Canada Centre on Oct 17! On sale Friday at 11am. #OutThere https://t.co/M9NpPss2i9
ira,negative,Whereas his remarks praising the IRA make the rest of the country vomit  https://t.co/CtYVuq6eZO
yakub,negative,"@tajinderbagga No issues if he is saving an innocent of any religion, but Yakub killed hundreds of innocent, tomo Bhushan may back ISIS too!"
jeb bush,negative,@realDonaldTrump When was the last time a front runner was asked about a 3rd party run? The media should be asking Jeb Bush that question!
scott walker,negative,And thus ended Scott walker's run. Don't try to out Trump the Donald.  https://t.co/4H0oQqkVUv
kpop,positive,"You can't shit talk Kpop. Every group is so in sync and vocally on point. It may not be your thing, but it's talent."
google+,negative,"And just when I had a few nice things to say about Google+ in my 2nd edition, I've gotta omit it entirely. Much like Google's doing."
bernie sanders,positive,Come work a booth with me and others for Bernie Sanders at the Elkton fair on September 9.
zayn,positive,Night everyone...will post pics of Zayn tomorrow again...I love all of you. https://t.co/7ETlN6wVlP
naruto,positive,"Reading ""Naruto"" for the 6th time."
nicki,negative,@MileyCyrus I dreamed about katy perry dragging Nicki's back for you on sunday and it was very fatal. I hope it's gonna happen
naruto,positive,"@Samira_Iz definately, I was hoping we'd get a 3rd part with a Ho age Naruto &amp; more Byakugan development.. The last movie sort of did it"
frank gifford,positive,"My thoughts go out to the family of Frank Gifford, great on Monday Night Football and in The Hall of Fame in football. #RIPFrankGifford"
carly fiorina,positive,Carly Fiorina is 11th person in debate. CNN make exception for her. TV stations all gave her air time over weekend.  She is at 5% -
tom brady,positive,Who cares what an asshole like snoop dog who barely speaking englisg said about Tom Brady #bradywins will take care business thursday
israel,negative,"#Israel #US Dentist may lose Navy job in Saratoga due to Israel ties: Asked about the case, t... https://t.co/lcbhHEvVTc #World #Politics"
star wars,positive,We are launching #MayTheForceFacts on a Monday! Every Monday at 12pm for the rest of the year get interesting facts about Star Wars!
brock lesnar,positive,What chaos between Brock Lesnar and Undertaker on Monday night Raw loved it can't wait for SummerSlam http://t.co/UAViO8gj99
amazon prime day,positive,"Amazon Prime Day, July 15th All Day, One Day Only Lots of good deals, check it out #happyprimeday... http://t.co/C56fTxkj3E"
chelsea,positive,Tomorrow an hour from now Chelsea look to further their impressive start. Will they do it? #CFC #CPFC http://t.co/00VWK7dOHw
jason aldean,positive,"So, I get to work the Jason Aldean concert this Sunday at @riverbendpnc ! Find me at the @NashCincinnati booth!"
ukip,positive,Thursday Blackheath By Election. Vote UKIP. You know it makes sense. http://t.co/Xxb1AKBEbT
u2,positive,@Jostreet71 @skydiving04 it was only sleepless from around 6am..early enough!! @bassmanjack may need to drink heavily when they go &amp; see U2!
careless world,negative,"Tyga's Careless World moving down five spots to No. 48 with 8,300. Headed into his 10th week, the YMCB rapper's LP has sold 199,400 records."
jurassic world,positive,Watched Jurassic World for the 4th and last time. Like the first time again. Thank you again for making another JP. http://t.co/fGtyfjNBrZ
dean ambrose,positive,Forgot to thank @God &amp; @Jesus for Dean Ambrose wrestling on Monday with no shirt on. God is good. #blessed
coffee,positive,Coffee is pretty much the answer to all questions today. #Friday #tgif
charlie hebdo,negative,The fact he sees the rationale of Charlie Hebdo attack is why his policies are impotent against ISIS https://t.co/lioj3kMJgH
minecraft,positive,Was taking so long to find a cat in the Minecraft jungle that I may have set it on fire a little in anger. http://t.co/H1njJ309jo
israel,negative,Sunday's with Itchy ep 216 https://t.co/Wnhv9znFN8 Back in the saddle again. If all goes according to plan we'll be in Israel by #fuckcancer
paper towns,positive,When your friend asks if you want to go and see Paper Towns tomorrow http://t.co/Xc4h4PTPvE
iran,positive,@SMRajaai just about to watch Iran play Czech Republic at handball in wroclaw. I may be the only one cheering Iran.
ed sheeran,positive,Happy Saturday! Check out my cover of Ed Sheeran's Photograph if you haven't heard it already and look out for a... http://t.co/l30j6P0qSz
justin bieber,positive,This is the 3rd Christmas I've gotten Justin Bieber tickets hahaha blessed
muslims,negative,Our service pple living on the streets while Muslims get homes and all the help they need our priorities so wrong https://t.co/wjpJ36XXdL
rousey,positive,"Rousey may not have the money that Floyd has, but people respect her way more.  https://t.co/ML43TY292L"
eid,positive,"US State Department is the last to have Eid, were they locked in a basement and couldnt see the Moon? https://t.co/Ng6bZC3Hf8"
gay,positive,"Gay night tomorrow, the best night everrrrrrr"
kanye west,positive,I can't wait until tomorrow for all the Memes about Kanye West running for President! #VMAs
sting,positive,Sting deserves his run with the title on his way to the HOF. HBK won the title after being gone for years in his 2nd match back.
tvd,positive,I will never be okay with the fact I have to miss grey's and TVD every Thursday night ..
national ice cream day,positive,Get the scoop: July 19 is National Ice Cream Day http://t.co/h0KQ8RQ8j3
chris brown,positive,"@Refinery29 re: the dude from 7th heaven &amp; woody Allen. Last time I checked, r kelly and Chris brown still #thriving"
george harrison,positive,"Sun like this, after dark days, doesn't happen without a song in my head. Thank you, George Harrison."
kendrick lamar,positive,Kendrick Lamar seems to be topping every 'Albums of 2015' list so far (Stereogum put him 2nd). Can't see an argument against it.
sharknado,positive,I have watched every Sharknado and have made plans to watch the 3rd one. Let's goooo
jurassic park,positive,but if I wear my Jurassic World shirt then I'll be wearing a Jurassic Park shirt on Friday (it's red for pep rally)
dunkin,positive,"this adorable old couple in dunkin literally made my day, he's turning 89 tomorrow and talked to me about how he was drafted for the WWII"
chelsea,negative,So tired of Chelsea and their mind games with Costa injuries. Watch him start and play 90 minutes tomorrow.
gay,negative,@KylieJenner take a pic with @britneyspears on Sunday PLZZZZZZZZZ!!!!!! The gays will die and go to gay glitter heaven!!!!
apple watch,positive,10 Apple Watch apps you should check out: Ten more Apple Watch apps your wrist may thank you for http://t.co/Y56xFjqQod
zlatan,positive,Zlatan = Costa? Zlatan is the 6th best Striker in the world?? http://t.co/RBbQoLX72f
justin bieber,positive,I might see Justin bieber in concert for the 3rd time and I'm so happy
serena,positive,Serena has no mercy for her sister . 6-3 on the 3rd set and match #USOpen
christians,positive,"Lets pray for Christians who are persecuted in the world:Iraq,Sudan,Nigeria,India,Pakistan etc.May God give them strength&amp;may God bless them"
paul dunne,positive,"Wow. Paul Dunne!! Great job kid! Hope he can stay in it tomorrow and show these pros how it's, dare I say, Dunne?! @TheOpen #TheOpen2015"
scott walker,negative,"Scott Walker's answers don't even qualify as GOP word salad, more like mystery red meat with a side of jello in the sun! Unintelligible."
paper towns,positive,I saw Paper Towns on Wednesday and I really loved it but I was a little disappointed in how Margo was portrayed in the movie....
brock lesnar,positive,Monday night raw!!!! Time to play the game and hopefully Brock Lesnar will rest in tombstone city
iphone,positive,"Today's iPhone 6S event: Start time, where to watch the live blog and how to stream http://t.co/TZUjjgbA5c"
iron maiden,positive,"Awesome release day tomorrow with Iron Maiden, Amorphis and Riverside, and can't really afford either. If I want to be sensible at least."
paul mccartney,positive,Paul McCartney you are amazing but tiredness beats out everything. See you tomorrow @lollapalooza.
sharknado,positive,SHARKNADO TONIGHT!!! OHMYGOD I AM SO EXCITED even though I can't watch it til Saturday...
metlife,positive,Today is Metlife. Jesus is coming back its the 2nd Easter. All wars have ended &amp; ceased fire in the stadium. We all gained superpowers.
tom cruise,positive,"In no particular order, the top three Tom Cruise films are: Magnolia, Edge of Tomorrow and all the Mission Impossibles."
carly fiorina,positive,Carly Fiorina: Against spending political capital fighting over amending the 14th Amendment.   Thank you.
rousey,positive,@duresport @JESnowden Yes truly. Oh and Rousey really is a world class Judoka for all the comments about 3rd place. https://t.co/bnVYsWy6f0
floyd mayweather,negative,Floyd Mayweather may be the most arrogant human being on the planet but that nigga rich af
venice beach,positive,@gotopless's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
ibm,positive,"This Day On The Street: August 21st, 1997 IBM reached a new high of $177.125, before closing the day at $173.625."
frank ocean,positive,Adele's new album will be released this November?!?! UMMM Yes please. This better be true! And she better not pull a Frank Ocean either.
brock lesnar,positive,Undertaker vs Brock lesnar kesho sunday wah... this is the fight of the century now .... i need to see the... http://t.co/6qCi8JRy8f
david wright,positive,Worked long and hard tonight ahead of an intense all-day coaching session coming up this Saturday with Rik Johnson and David Wright!
david wright,positive,#usatoday First-place Mets may get their best hitter back: David Wright went 1-for-3 with ... http://t.co/6bDmlBN0b6 #sports #sportsnews
oracle,positive,Our Ina &amp; Oracle location will be closed tomorrow the 7th. But we know you need to fill your Smoothie cravings... http://t.co/uEDLlwxGYX
foo fighters,positive,The Foo Fighters rick rolling the westboro baptist church may be one of the greatest things I have ever seen
nirvana,positive,@MaayanGean oh its a name mash up of 2 of my favorite song (stay away by nirvana and hold on till may by pierce the veil)
rahul gandhi,negative,Will the PM stand by and watch his colleagues crush the voice of our people?: Rahul Gandhi https://t.co/KdSRX22xGY
big brother,positive,"#beauty #makeup TV Ratings Thursday: 'Big Brother' Up, 'Beauty and the Beast' Down, 'Under The ... - TVbytheNumber... http://t.co/ScS6ubmE2y"
paper towns,positive,trying to finish reading Paper Towns so that i can go see the movie tomorrow!
amazon,positive,I ordered a 64GB Nexus 6 from Amazon a couple days ago. It just shipped and should be here on Thursday!
jason aldean,positive,If anyone wants to take me to see Jason Aldean tomorrow for my bday you'll be my bffl :-)
frank ocean,negative,I'll believe it when I see it...Frank Ocean got my trust fucked up https://t.co/lNrS7UWvrZ
big brother,positive,This may be one of the best weeks of Big Brother in the history of ever. I love this day.
chelsea,negative,"No blues starting for England! Sound for Saturday, Chelsea are getting fucked and Jose knows it"
prince george,positive,Heads up Prince George's CC (@pgccnews)! Get involved with #ItsOnUs TODAY! https://t.co/CTDIy91v5r
boehner,negative,@BarackObama don't do it!  He won't respect you!  RT @thehill: Boehner asks Obama to move speech to Thursday http://ow.ly/6i345
ps4,positive,"@Drift0r I am a big fan, and I would love to 1v1 you on AW on PS4. I am on the 25th Prestige( 10th Master Prestige) And I am pretty skilled."
bbc,positive,First record I can find of Peter Davison working for the BBC is All Creatures Great and Small - began on BBC1 15 Jan 1978. #DoctorWho
paul mccartney,positive,"Dear @HeidiSueRyan, Happy 27th Anniversary. Paul McCartney will help me with the words... https://t.co/UnrxoMFrxB http://t.co/MbOj75eehN"
ps4,positive,"@richardnaik @KayinAmoh So honestly, even if the PC version is great, it sounds like PS4 is terrific as well. May just come to preference."
israel,positive,@IsraeliPM @LeaSavoy @susansshrimp  May God continue the bless and protect Netanyahu and all of Israel.
federer,positive,"New @TennisPodcast tomorrow, reviewing Federer, Serena and the pre US Open storylines. This is what we sound like https://t.co/2x0O2UDCe8"
amazon prime,positive,"@HurricaneDana If you have Amazon Prime, you can stream the first 2 seasons. I was hooked 1/2 way through the 1st ep."
national hot dog day,positive,@rhettandlink I think you guys are a little excited. National hot dog day is July 23rd.
national hot dog day,positive,"GET YOUR DOG ON!!......This Thursday 7/23 is National Hot Dog Day, celebrate with us for only $7- chile cheese... http://t.co/dTUGp76IXB"
naruto,positive,i may even live tweet parts of it  just remember that i literally know pretty much nothing about naruto at all  except  ninjas
boko haram,negative,GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram.
ed sheeran,positive,@liamsautumn @hestulips Tomorrow will be a year since we waited out in the sun for hours to see Ed Sheeran at jimmy kimmel
sharknado,positive,If you're not planning to watch Sharknado 3 tomorrow then idk what you're doing with your life tbh
zayn,positive,yo don't ever say that! god forbid! may it not happen! Zayn is cool...don't even try to compare them...i love zaynnn https://t.co/iP8inkZMmG
valentine 's day,positive,"Aww, it comes out in February. Just in time for Valentine's Day, @trickypratt! This looks a-mazing. https://t.co/6TPQw9QBmy"
frank gifford,positive,RIP Frank Gifford. Monday Night Football has never been the same without you. #Turnoutthelightsthepartysover
ed sheeran,positive,My cuz is currently listenin 2 Ed Sheeran at Fusion Festival from the comfort of her garden.Found my retreat if it rains when I'm there Sun
george harrison,positive,"This day (26 Feb) in 1988 George Harrison received the award for ""Video Of The Year"" for ""When We Was Fab""."
rahul gandhi,negative,"May I know what is your IQ score?I just had a bet on who has a better IQ, you or Rahul Gandhi?  https://t.co/3FIybdRBBG"
national ice cream day,positive,"Don't worry if you missed National Ice Cream Day, its ice cream day at our hotel every Sunday w/ our Sweet Summer... http://t.co/bVr4dj3bAR"
ant-man,positive,May go see Ant-Man tonight. Anyone interested?
lady gaga,negative,"Lady Gaga Just Interrupted Matt Bomer's ""Hotline Bling"" Dance Break on AHS: Hotel and We May Never Forgive Her: Don't you just hate i..."
pride parade,positive,Are you attending the Pride Parade this weekend? Join our float and march with us! #CapitalPride http://t.co/m1oHG5EJlV
yakub,negative,But it's nothing that 257 families lost their family members because of Yakub.  https://t.co/U8A37eWphV
bbc,negative,"@ClaireFuller2 Sunday's version on the BBC was so bad, I wish my telly had been wrapped in brown paper."
calibraska,positive,I just got Calibraska and I know I may be a little late but it's amazing
nirvana,positive,Can't wait to go to @kidsfest with nirvana on Sunday. And for a great cause @jbmt1 .. Everyone should get down and show support
dana white,negative,"Lol dana white ain't happy /w the ways things are going, tomorrow he'll be furious. #mma #ufc194 https://t.co/Bg2MPnzU7e"
zayn,positive,@ZayniieBo I cant stop watched the video that have those 2nd pict.Harry dancing in front of Zayn and he looks so happy.ha!
bbc,positive,A very happy 30th birthday to CBBC for tomorrow!  One of my first jobs in the BBC was a VT Op into Pres A &amp; then TC9! http://t.co/CdgIRq2fCP
john kasich,positive,"John Kasich with the goal posts gesture needs to be on front pages tomorrow. It's a gift. Make me proud, headline writers."
tom brady,positive,"Thursday will mark Tom Brady's 14th consecutive opening day start, the largest active streak in the NFL! http://t.co/DcyQ7M9NKL"
taylor swift,positive,I just want to look really good tomorrow and have a kick ass 'start of school assembly' and dance to Taylor Swift.
paul dunne,positive,Paul dunne holding his own. Exciting day of golf planned for tomorrow #TheOpen2015
muslims,negative,@anilsangeeta @nanditathhakur Where as you find these Muslims Blocking roads in Busy Mumbai suberbs on every Friday for Jumma ki Namaz! Why?
kane,positive,@thfc53 Lol. Does he seem like a Poch type of player? Or one that would fit in our wage structure? Or play 2nd fiddle to Kane? No.
paul dunne,positive,Incredible performance from Paul Dunne ! What a feeling walking up the 18th at St. Andrews as leader must be! #TheOpen
lady gaga,negative,Something is wrong with those people born at the end of march including myself and Lady Gaga
jurassic world,positive,"PSA: I'm dressing up as Lowery from Jurassic World on Movie Monday for Spirit Week, so nobody steal my idea please and thank you"
amy schumer,positive,Going to see Amy schumer in Nashville tonight. But don't worry I got your epl plays over on @RotoGrinders https://t.co/Ke5OUvCJC4
iron maiden,positive,"When your sister plays Iron Maiden on a Saturday morning, you know your work as a brother is done."
paul dunne,positive,All about Paul Dunne and Padraig Harrington on this fine Monday morning.
@microsoft,positive,#Vote for @AIESEC to become the 10th Global non profit partner of @Microsoft for us to #UpgradeYourWorld together. @AIESECGermany
rahul gandhi,negative,"BJP accuses Rahul Gandhi of double standards: Under attack over the issue of intolerance, BJP on Monday hit ba... https://t.co/nX66vqTMw9"
shawn,positive,I've sat in the same spot for three hours watching meeting shawn experiences on youtube...
nokia,positive,Looks like someone agrees with you @nataliejak21 .....Was the Nokia 3210 the greatest phone of all time?  http://t.co/Tmb8aCK6OG
lady gaga,positive,I should probs just kiss him cause we are gonna hang out tomorrow #MTVStars Lady Gaga
ps4,negative,my PS4 won't turn on. I may or may not have just lost everything on this piece of shit console.
venice beach,positive,"@purpleboogers and yep, going to Venice beach tomorrow hash :)"
eid,negative,"It's the 6th day of EId and I still haven't danced at a party, what kind of gay shit is this!?  Some ppl don't really know how to turn up.."
kurt cobain,positive,Previously unreleased Kurt Cobain song debuts in #MontageOfHeck http://t.co/jXfnUbyOX2 See it in these theaters Aug 7 http://t.co/432goMDxKf
hannibal,positive,@theofficialmads may I say sir your portrayal of Hannibal is beautiful and haunting. Hope you get this message. Look forward to ur next work
