topic,label,tweet
niall,positive,"['hope', 'day', 'good', 'tomorrow', 'go', 'good', 'also']"
digi,positive,"['anyone', 'go', 'digi', 'tomorrow', 'please', 'tell', 'nash', 'love', 'please']"
hillary,positive,"['roll', 'hillary', 'campaign', 'spontaneity', 'operative', 'word']"
sarah palin,negative,"['sarah', 'palin', 'donald', 'trump', 'speak', 'america', 'think', 'may', 'time', 'new', 'revolution']"
big brother,positive,"['hey', 'ryan', 'would', 'consider', 'audrey', 'middleton', 'big', 'brother', 'make', 'history', 'transgender']"
valentine 's day,positive,"['hunter', 'day', 'throwin', 'back', 'watchin', 'bunch', 'old', 'vids', 'one', 'ever', 'see']"
boko haram,negative,"['say', 'western', 'education', 'record', 'video', 'post', 'youtube', 'may', 'hypocrisy', 'destroy', 'boko', 'haram']"
murray,positive,"['win', 'set', 'get', 'back', 'match', 'still', 'lead', 'murray', 'time', 'set']"
gay,negative,"['also', 'teeny', 'bit', 'gay', 'want', 'spend', 'friday', 'night', 'wank', 'biscuit', 'together']"
milan,negative,"['fan', 'jeer', 'milan', 'draw', 'bottom', 'club', 'verona', 'inconsistent', 'season', 'worsen', 'sunday']"
galatasaray,positive,"['tomorrow', 'go', 'epic', 'day', 'football', 'reason', 'firstly', 'galatasaray', 'v', 'fenerbahce']"
cate blanchett,positive,"['cate', 'blanchett', 'lead', 'winner', 'annual', 'aacta', 'award', 'daily', 'mail', 'online']"
teen wolf,positive,"['start', 'watch', 'teen', 'wolf', 'one', 'day', 'may', 'wear', 'bright', 'colour']"
sam smith,positive,"['sam', 'smith', 'may', 'well', 'bond', 'song', 'one', 'beat', 'skyfall']"
milan,positive,"['dream', 'milan', 'hire', 'mourinho', 'get', 'u', 'champion', 'league', 'title', 'em', 'em', 'think', 'time', 'change', 'pillow']"
iron maiden,positive,"['stream', 'tonight', 'gonna', 'relax', 'rough', 'drive', 'home', 'see', 'tomorrow', 'iron', 'book', 'souls', 'dark', 'souls', 'ii']"
rahul gandhi,negative,"['bjp', 'warn', 'rahul', 'gandhi', 'use', 'word', 'like', 'chamcha', 'sycophant', 'bharatiya', 'janata', 'party', 'bjp', 'fri']"
kendrick,positive,"['hype', 'j', 'cole', 'kendrick', 'february', 'know', 'concert']"
murray,positive,"['break', 'murray', 'break', 'bellucci', 'serve', 'set']"
dustin johnson,positive,"['dustin', 'johnson', 'may', 'wind', 'another', 'long', 'list', 'athlete', 'million', 'dollar', 'arm', 'five', 'cent', 'head', 'hope']"
jason aldean,positive,"['two', 'ticket', 'kenny', 'chesney', 'jason', 'aldean', 'august', 'come']"
pride parade,positive,"['party', 'friggin', 'fun', 'amazing', 'thank', 'host', 'sooo', 'much', 'fun', 'pride', 'parade', 'tomorrow']"
hulk hogan,negative,"['friday', 'look', 'hulk', 'reply', 'see', 'individually', 'thank', 'black', 'people', 'say', 'racist']"
zayn,positive,"['zayn', 'remind', 'rih', 'may', 'blasphemous', 'say', 'feel', 'like', 'male', 'version', 'good']"
nicki,positive,"['remember', 'time', 'use', 'fast', 'forward', 'song', 'part', 'slay', 'album', 'onika', 'gurl', 'love']"
messi,positive,"['whoaaa', 'show', 'messi', 'goal', 'messi', 'score', 'brace', 'great', 'ever', 'destroy']"
boise state,positive,"['ideal', 'world', 'oregon', 'boise', 'state', 'win', 'sept', 'give', 'power', 'pac', 'nw']"
thor,negative,"['everyone', 'like', 'eventually', 'sun', 'burn', 'even', 'marvel', 'land', 'guess', 'thor', 'might', 'get', 'okay', 'care']"
sharknado,positive,"['sharknado', 'may', 'slide', 'way', 'top', 'movie']"
@microsoft,positive,"['microsoft', 'may', 'prefer', 'game', 'branch', 'business', 'make', 'damn', 'fine', 'operating', 'system']"
fleetwood mac,positive,"['worry', 'week', 'get', 'pay', 'wednesday', 'thursday', 'spend', 'fleetwood', 'mac', 'ticket']"
ice cube,positive,"['straight', 'outta', 'compton', 'drag', 'little', 'act', 'good', 'laugh', 'tear', 'jackson', 'jr', 'ice', 'cube']"
bob marley,positive,"['open', 'eye', 'look', 'within', 'satisfied', 'life', 'living', 'bob', 'marley', 'tuesday', 'schedule']"
murray,positive,"['pier', 'newbery', 'murray', 'break', 'back', 'huge', 'roar', 'crowd', 'love', 'sure', 'lamp', 'expe']"
frank gifford,positive,"['age', 'monday', 'night', 'football', 'guy', 'go', 'long', 'frank', 'gifford']"
floyd mayweather,positive,"['michael', 'jordan', 'finish', 'nba', 'final', 'floyd', 'mayweather', 'look', 'hit', 'saturday', 'history']"
iphone,positive,"['gonna', 'least', 'new', 'iphone', 'event', 'time', 'year', 'ago', 'next', 'iphone', 'come', 'around', 'sept']"
harry potter,positive,"['eeee', 'go', 'harry', 'potter', 'studio', 'tour', 'tomorrow']"
saudi arabia,negative,"['saudi', 'arabia', 'behead', 'teen', 'protester', 'business', 'insider', 'governance', 'peaceful']"
ric flair,positive,"['take', 'hear', 'ric', 'flair', 'dreamwave', 'jan']"
google,positive,"['sure', 'keep', 'calm', 'use', 'google', 'search', 'engine', 'may', 'one', 'day', 'get', 'look']"
american horror story,positive,"['even', 'ashamed', 'admit', 'go', 'watch', 'american', 'horror', 'story', 'hr', 'long', 'drive', 'kansas', 'city', 'tomorrow']"
google+,negative,"['log', 'google', 'since', 'last', 'sunday', 'almost', 'hesitant', 'think', 'worth']"
sam smith,positive,"['omg', 'buy', 'sam', 'smith', 'ticket', 'way', 'back', 'feb', 'forget', 'friend', 'texted', 'tomorrow']"
jason aldean,positive,"['also', 'open', 'jason', 'aldean', 'april', 'put', 'good', 'show', 'tyler', 'farr', 'kristi']"
game of thrones,positive,"['watch', 'series', 'game', 'throne', 'bring', 'back', 'painful', 'memory']"
paper towns,positive,"['fuck', 'everything', 'go', 'see', 'paper', 'town', 'tomorrow', 'nobody', 'ruin', 'day']"
cate blanchett,positive,"['cate', 'blanchett', 'expertly', 'shut', 'journalist', 'ask', 'gay', 'star', 'carol', 'november']"
magic mike xxl,positive,"['bout', 'watch', 'magic', 'mike', 'xxl', 'time']"
chelsea,positive,"['frock', 'fair', 'return', 'chelsea', 'old', 'town', 'hall', 'sunday', 'lot', 'amaze']"
lexus,positive,"['ready', 'sponsor', 'want', 'six', 'lexus', 'earner', 'december', 'awesome', 'one']"
labor day,negative,"['alabama', 'state', 'trooper', 'investigate', 'seven', 'fatal', 'traffic', 'crash', 'result', 'nine', 'death', 'labor', 'day', 'holiday', 'fri', 'mon']"
caitlyn jenner,positive,"['think', 'caitlyn', 'jenner', 'come', 'important', 'may', 'take', 'celebrity', 'think', 'trans', 'become', 'acceptable']"
tom brady,negative,"['year', 'tom', 'brady', 'quality', 'wrs', 'cbs', 'rb', 'every', 'yr', 'w']"
frank gifford,positive,"['frank', 'gifford', 'may', 'skilled', 'game', 'didnt', 'man', 'always', 'bring', 'elegance', 'tv', 'sport']"
kurt cobain,positive,"['tribute', 'kurt', 'cobain', 'recording', 'already', 'post', 'sun']"
dustin johnson,negative,"['round', 'usual', 'melodramatic', 'spew', 'dustin', 'johnson', 'class', 'old', 'garbage']"
ed sheeran,positive,"['tomorrow', 'gsc', 'buy', 'ticket', 'ed', 'sheeran', 'concert', 'riverbend', 'ticket', 'cash', 'see']"
nicki,positive,"['head', 'line', 'wanna', 'see', 'nicki', 'tomorrow', 'tbqh']"
tony blair,negative,"['tony', 'blair', 'pip', 'tomorrow', 'someone', 'shoot', 'actually', 'maybe', 'turn', 'vote']"
john cena,positive,"['get', 'john', 'cena', 'vine', 'send', 'friday', 'life', 'lead']"
yakub,negative,"['sunday', 'column', 'praveen', 'swami', 'yakub', 'small', 'time', 'smuggler']"
hillary,negative,"['loling', 'hillary', 'apology', 'say', 'u', 'confuse', 'nice', 'way', 'say', 'stupid', 'apologize', 'use', 'server']"
chuck norris,positive,"['ive', 'work', 'weekend', 'still', 'work', 'watch', 'chuck', 'norris', 'movie', 'haha', 'ciecmate', 'friday', 'see']"
zayn,positive,"['excite', 'album', 'album', 'one', 'direction']"
chris evans,positive,"['si', 'tell', 'chris', 'evans', 'capt', 'america', 'summer', 'reading', 'program', 'become', 'librarian']"
kane,negative,"['hear', 'kane', 'may', 'sexually', 'assault', 'someone', 'think', 'call', 'chicago', 'see', 'available', 'ugh']"
dark souls,positive,"['lot', 'plan', 'day', 'tomorrow', 'mean', 'go', 'accidentally', 'play', 'dark', 'soul', 'hour', 'still', 'whine']"
naruto,positive,"['thursday', 'yet', 'wanna', 'watch', 'naruto']"
kris bryant,positive,"['last', 'night', 'kris', 'bryant', 'win', 'wild', 'one', 'home', 'run', 'photo']"
amazon,positive,"['new', 'release', 'september', 'prequel', 'complicate', 'love', 'affair', 'yolanda', 'duma', 'available', 'amazon']"
chris brown,positive,"['sell', 'ticket', 'chris', 'brown', 'thursday', 'sept', 'let', 'know', 'anyone', 'know', 'want']"
foo fighters,positive,"['recover', 'mad', 'two', 'week', 'event', 'foo', 'fighter', 'mk', 'bowl', 'tomorrow', 'gonna', 'rock', 'recharge']"
boehner,positive,"['smoker', 'beohner', 'get', 'want', 'fact', 'dow', 'today', 'boehner', 'own', 'every', 'point']"
david bowie,positive,"['even', 'get', 'hold', 'new', 'david', 'bowie', 'music', 'video', 'gawker']"
kim kardashian,positive,"['may', 'pause', 'pause', 'call', 'brain', 'surgery', 'kim', 'kardashian', 'truthiness', 'remind', 'uncle', 'joe']"
ice cube,negative,"['wanna', 'see', 'ice', 'cube', 'son', 'ice', 'cube', 'part', 'saw', 'boyz', 'da', 'hood', 'remake']"
foo fighters,positive,"['foo', 'fighter', 'tomorrow', 'night', 'milton', 'keynes', 'also', 'support', 'royal', 'blood', 'wait', 'go', 'awesome']"
ios,positive,"['five', 'great', 'free', 'apps', 'game', 'io', 'august', 'edition', 'time', 'week']"
rahul gandhi,negative,"['hear', 'real', 'thing', 'abt', 'congress', 'frm', 'cm', 'karnataka', 'siddu', 'rahul', 'gandhi', 'line', 'god', 'save', 'u']"
taylor swift,positive,"['wild', 'dream', 'taylor', 'swift', 'guitar', 'tutorial', 'check']"
prince george,positive,"['hnn', 'know', 'want', 'send', 'big', 'birthday', 'shoutout', 'prince', 'george', 'happy', 'birthday', 'future', 'majesty']"
trump,negative,"['wonder', 'trump', 'know', 'make', 'america', 'great', 'slogan']"
bobby jindal,positive,"['bobby', 'jindal', 'may', 'best', 'speaker', 'solid', 'conservative', 'experience', 'governing', 'seem', 'honest', 'man']"
star wars day,positive,"['today', 'day', 'never', 'think', 'would', 'come', 'happy', 'star', 'war', 'day', 'everyone', 'may']"
chuck norris,positive,"['chuck', 'norris', 'tell', 'exact', 'time', 'day', 'second', 'glance', 'sun']"
tom brady,positive,"['tom', 'brady', 'start', 'thursday', 'haha', 'hater', 'work', 'file', 'mean', 'personal', 'cell', 'phone', 'mad', 'bro']"
boko haram,negative,"['presidency', 'boko', 'haram', 'reportedly', 'begin', 'negotiation', 'talk', 'may', 'hope', 'around', 'c', 'via']"
bad blood,positive,"['cool', 'summer', 'good', 'lean', 'bad', 'blood', 'see']"
bee gees,positive,"['sep', 'taking', 'robin', 'gibb', 'bee', 'gee', 'forget', 'remember']"
ps4,positive,"['love', 'original', 'p', 'vita', 'version', 'glad', 'see', 'owner', 'experience', 'game']"
teen wolf,positive,"['keep', 'show', 'new', 'mtv', 'commercial', 'one', 'direction', 'show', 'cry', 'every', 'time', 'bc', 'teen', 'wolf']"
sam smith,positive,"['sam', 'realize', 'see', 'sam', 'smith', 'tomorrow', 'love']"
ice cube,positive,"['scene', 'brilliant', 'consider', 'originate', 'direct', 'ice', 'cube', 'write']"
israel,negative,"['december', 'israel', 'start', 'war', 'gaza', 'massacre', 'kill', 'palestinian', 'one', 'day']"
calibraska,positive,"['wake', 'calibraska', 'already', 'uk', 'need', 'buy', 'asap']"
eid,positive,"['day', 'eid', 'bless', 'nice', 'weather', 'owsum', 'feeling', 'freshness', 'alhamdulillah']"
the vamps,negative,"['camila', 'promote', 'shit', 'single', 'faved', 'james', 'tweet', 'vamp', 'normani', 'lauren', 'may', 'throw']"
prince george,positive,"['happy', 'birthday', 'little', 'royal', 'package', 'day', 'prince', 'george', 'x']"
nintendo,positive,"['policy', 'flagship', 'exclusive', 'good', 'odds', 'sun', 'go', 'supernova', 'sec']"
google,positive,"['may', 'may', 'search', 'google']"
ira,positive,"['yoga', 'music', 'malaysia', 'december', 'amaze', 'work', 'across', 'border', 'ira']"
thor,positive,"['phone', 'correct', 'thu', 'instead', 'believe', 'say', 'believe', 'thursday', 'thor', 'would', 'happy', 'news']"
dark souls,positive,"['hey', 'v', 'consider', 'start', 'play', 'dark', 'soul', 'would', 'good', 'play', 'first']"
tgif,positive,"['tgif', 'folk', 'friday', 'face', 'look', 'exceptionally', 'relieve', 'see', 'end', 'week']"
batman,positive,"['alright', 'early', 'bed', 'tonight', 'hope', 'guy', 'take', 'look', 'batman', 'tomorrow', 'thanks']"
planned parenthood,negative,"['yes', 'cruz', 'scheme', 'shut', 'nov', 'planned', 'parenthood', 'funding']"
muslims,negative,"['muslim', 'nepal', 'live', 'fight', 'want', 'party', 'interference']"
randy orton,positive,"['randy', 'orton', 'fucking', 'truth', 'favorite', 'wrestler', 'behind', 'cena']"
zac brown band,positive,"['go', 'zac', 'brown', 'band', 'concert', 'saturday', 'yankee', 'game', 'sunday', 'great']"
redskins,positive,"['well', 'happy', 'afternoon', 'thing', 'good', 'go', 'lot', 'well', 'redskin', 'win', 'sunday']"
ps4,positive,"['pick', 'controller', 'pc', 'gaming', 'pleased', 'day', 'night', 'difference', 'compare', 'cheap', 'party', 'gamepad', 'use']"
nokia,positive,"['look', 'like', 'nokia', 'may', 'position', 'strong', 'return', 'mobile', 'hardware', 'market', 'follow', 'license']"
paul dunne,positive,"['paul', 'dunne', 'amateur', 'make', 'birdie', 'danny', 'willet']"
paul mccartney,positive,"['may', 'cool', 'never', 'share', 'birthday', 'paul', 'mccartney', 'cool', 'like']"
google+,positive,"['go', 'already', 'set', 'google', 'hangout', 'live', 'feed', 'youtube', 'send', 'invite', 'sunday']"
amy schumer,positive,"['amy', 'schumer', 'quote', 'get', 'wednesday', 'pretty', 'badass']"
dunkin,positive,"['anyone', 'hour', 'go', 'dunkin']"
moto g,positive,"['cheer', 'tell', 'moto', 'g', 'gen', 'good', 'bet', 'similar', 'spec', 'os', 'think', 'many', 'thanks']"
harry potter,positive,"['today', 'anniversary', 'harry', 'potter', 'thing', 'look', 'back', 'much', 'love']"
brock lesnar,positive,"['soul', 'may', 'belong', 'devil', 'as', 'belongs', 'client', 'brock', 'lesnar', 'undertaker', 'fav', 'line', 'classic']"
david price,positive,"['great', 'game', 'david', 'price', 'blue', 'jay', 'love', 'inning']"
u2,positive,"['radio', 'play', 'bad', 'rarely', 'happen', 'one', 'favorite', 'song', 'time', 'day', 'may', 'peak', 'early']"
ant-man,positive,"['think', 'best', 'stan', 'lee', 'cameo', 'may', 'laugh', 'hard']"
nirvana,positive,"['feel', 'enlighten', 'life', 'may', 'reach', 'nirvana']"
george harrison,positive,"['november', 'george', 'harrison', 'release', 'sweet', 'lord', 'u', 'would', 'become', 'first', 'single', 'former', 'beatle', 'reach']"
ice cube,positive,"['ice', 'son', 'well', 'new', 'friday', 'movie']"
paul mccartney,positive,"['although', 'paul', 'mccartney', 'buy', 'think', 'dance', 'live', 'tix', 'nov', 'mom', 'make', 'night']"
mariah carey,positive,"['happen', 'try', 'share', 'mariah', 'spotlight', 'via']"
ed sheeran,positive,"['see', 'ed', 'sheeran', 'concert', 'go', 'drown', 'want', 'see', 'since', 'grade']"
valentine,positive,"['tomorrow', 'march', 'one', 'month', 'day', 'men', 'america', 'try', 'celebrate', 'steak', 'bj', 'day']"
magic mike xxl,positive,"['theater', 'see', 'magic', 'mike', 'xxl', 'time', 'love', 'movie']"
bobby jindal,negative,"['elbert', 'use', 'late', 'ad', 'also', 'la', 'la', 'land', 'mary', 'cut', 'lose', 'bobby', 'jindal']"
randy orton,positive,"['sat', 'dark', 'listen', 'randy', 'theme', 'tune', 'exactly', 'want', 'spend', 'saturday', 'night']"
paper towns,positive,"['paper', 'town', 'close', 'last', 'show', 'thursday', 'august', 'dinosaur', 'go', 'extinct']"
twilight,positive,"['glad', 'get', 'point', 'twilight', 'movie', 'tv', 'give', 'friday', 'night']"
tory,negative,"['cameron', 'lose', 'telegraph', 'sun', 'support', 'tory', 'right', 'really', 'want', 'drowned', 'child', 'beach']"
tom brady,negative,"['nfl', 'want', 'punish', 'tom', 'brady', 'patsy', 'move', 'game', 'monday', 'morning', 'deflate']"
thor,positive,"['burn', 'right', 'yeah', 'harvey', 'tomorrow', 'degrom', 'game', 'thor', 'game', 'everyone', 'available']"
prince george,positive,"['fyi', 'prince', 'county', 'council', 'chair', 'mel', 'franklin', 'present', 'annual', 'prince', 'county', 'family']"
lady gaga,positive,"['hate', 'people', 'say', 'lady', 'gaga', 'ugly', 'marry', 'thursday']"
ant-man,positive,"['hero', 'well', 'almost', 'four', 'lucky', 'resident', 'score', 'gig', 'check', 'story', 'tomorrow']"
chris evans,negative,"['well', 'do', 'chris', 'evans', 'think', 'possible', 'make', 'tfi', 'friday', 'shit', 'use', 'prove', 'wrong']"
twilight,positive,"['sky', 'world', 'end', 'sun', 'set', 'river', 'turn', 'get', 'lose', 'twilight', 'somewhere', 'know', 'alright']"
ant-man,positive,"['swap', 'broken', 'car', 'saw', 'family', 'take', 'nap', 'write', 'bit', 'ate', 'ice', 'cream', 'saturday', 'victorious']"
janet jackson,positive,"['janet', 'jackson', 'sleeep', 'feat', 'j', 'cole', 'wait', 'see', 'live', 'october']"
foo fighters,positive,"['get', 'really', 'anxious', 'foo', 'fighters', 'concert', 'tomorrow', 'night', 'haha', 'cool']"
chris evans,positive,"['im', 'excited', 'civil', 'war', 'may', 'want', 'chris', 'evans', 'life']"
foo fighters,positive,"['saturday', 'morning', 'mean', 'extra', 'nice', 'coffee', 'nail', 'watch', 'tv', 'little', 'cat', 'prepping', 'foo', 'fighter', 'gig', 'tonight', 'mk', 'bowl']"
gay,negative,"['start', 'think', 'gay', 'marriage', 'stand', 'kim', 'davis', 'may', 'stop', 'support']"
david price,positive,"['pitch', 'david', 'price', 'strike', 'texteira', 'unscathed']"
islam,positive,"['dear', 'bros', 'si', 'islam', 'assalamu', 'alaykum', 'may', 'almighty', 'allah', 'peace', 'upon', 'say']"
bulls,positive,"['tonight', 'experience', 'bull', 'win', 'butler', 'hit', 'game', 'win', 'shot', 'sat', 'section', 'row']"
tiger woods,negative,"['davis', 'love', 'iii', 'win', 'pga', 'tour', 'title', 'tiger', 'wood', 'miss', 'fedex', 'cup', 'playoff', 'third']"
briana,positive,"['need', 'wine', 'wine', 'pick', 'week', 'make', 'wine', 'wednesday', 'best', 'one']"
nicki,negative,"['want', 'mildew', 'clitoris', 'tl', 'dont', 'want', 'anywhere', 'near', 'nicki', 'dont', 'want', 'see', 'rat', 'as', 'ever', 'launch', 'sun']"
zayn,positive,"['hopefully', 'zayn', 'tweet', 'something', 'tomorrow', 'hydrate', 'crop', 'water', 'child', 'feed', 'skin', 'clear', 'finger', 'cross']"
zac brown band,positive,"['photoset', 'last', 'night', 'last', 'saturday', 'night', 'summer', 'spend', 'zac', 'brown', 'band', 'concert']"
paul dunne,positive,"['round', 'paul', 'dunne', 'good', 'luck', 'tomorrow', 'hope', 'win', 'open']"
nirvana,positive,"['wanna', 'listen', 'nirvana', 'til', 'sun', 'come']"
netflix,positive,"['want', 'sleep', 'watch', 'netflix', 'friday', 'bulldog', 'bash', 'much', 'ask']"
red sox,positive,"['joe', 'kelly', 'win', 'straight', 'start', 'red', 'sox', 'beat', 'phillies', 'kelly', 'sox', 'best', 'starter']"
jay-z,positive,"['sit', 'curb', 'staring', 'white', 'house', 'listen', 'fine', 'friday']"
hannibal,positive,"['start', 'college', 'tomorrow', 'think', 'today', 'best', 'day', 'start', 'watch', 'hannibal']"
david beckham,positive,"['david', 'beckham', 'say', 'son', 'romeo', 'act', 'england', 'mascot', 'tonight', 'birthday', 'treat', 'still', 'connection', 'fa']"
yakub,negative,"['death', 'threat', 'justice', 'dipak', 'misra', 'refuse', 'mercy', 'petition', 'irrespective', 'protection', 'may', 'avail', 'eliminate']"
jason aldean,negative,"['burnin', 'timeflies', 'tuesday', 'good', 'jason', 'aldean']"
chelsea,positive,"['wait', 'saturday', 'soccer', 'everton', 'v', 'chelsea', 'big', 'one', 'liverpool', 'v', 'utd']"
ed sheeran,positive,"['always', 'give', 'music', 'second', 'chance', 'bc', 'time', 'hear', 'ed', 'sheeran', 'like', 'willing', 'give', 'leg', 'see', 'concert']"
digi,positive,"['idk', 'imma', 'survive', 'tweet', 'digi', 'tomorrow', 'lot', 'people', 'even', 'tweet', 'unless', 'make']"
xbox,positive,"['xbox', 'one', 'user', 'earn', 'year', 'exclusive', 'weapon']"
muslims,negative,"['funny', 'hindu', 'politician', 'talk', 'abt', 'india', 'may', 'become', 'world', 'guru', 'colonial', 'stature', 'bitchy', 'fight', 'muslim', 'kill', 'repress', 'kisans']"
labor day,positive,"['soak', 'last', 'summer', 'sun', 'happy', 'labor', 'day']"
sam smith,negative,"['go', 'go', 'sam', 'smith', 'concert', 'tomorrow', 'find', 'insult', 'people', 'give', 'hour', 'notice', 'postponement']"
dunkin,positive,"['tomorrow', 'morning', 'work', 'get', 'pumpkin', 'coffee', 'dunkin', 'responsible']"
brock lesnar,positive,"['wait', 'tomorrow', 'big', 'day', 'undertaker', 'v', 'brock', 'lesnar', 'last', 'time', 'ever']"
frank ocean,positive,"['listen', 'dom', 'day', 'drop', 'surprise', 'mixtape', 'listen', 'frank', 'ocean', 'tomorrow', 'u', 'lot']"
curtis,positive,"['besides', 'tune', 'friday', 'curtis', 'drug', 'rei', 'want', 'miss', 'cause']"
frank ocean,negative,"['friend', 'like', 'frank', 'ocean', 'put', 'stuff', 'say', 'get', 'tomorrow', 'give', 'time', 'know', 'dont']"
kerry,negative,"['right', 'lady', 'blame', 'everything', 'kerry', 'cleo', 'show', 'may', 'well', 'eclipse', 'number']"
ant-man,positive,"['last', 'day', 'mission', 'impossible', 'rogue', 'nation', 'open', 'fri', 'impressed', 'movie', 'miss']"
murray,positive,"['get', 'murray', 'surprise', 'cousin', 'take', 'antonio', 'brown', 'rodgers', 'fell', 'stash', 'foster', 'away', 'love']"
muslims,negative,"['estimate', 'muslim', 'britain', 'r', 'islamist', 'many', 'u', 'may', 'think', 'r', 'muslim', 'islamist']"
scotus,negative,"['search', 'marriage', 'amendment', 'scotus', 'usurp', 'power', 'constitution']"
prince george,positive,"['happy', 'birthday', 'prince', 'george', 'little', 'gift', 'keep', 'give']"
lady gaga,positive,"['get', 'day', 'till', 'end', 'let', 'keep', 'place', 'win', 'lady', 'gaga']"
naruto,positive,"['remember', 'get', 'super', 'excite', 'watch', 'naruto', 'cartoon', 'network', 'like', 'grade']"
star wars day,positive,"['declare', 'today', 'star', 'war', 'day', 'may', 'box', 'office', 'record', 'ever', 'favor']"
naruto,positive,"['boruto', 'naruto', 'september', 'philippine', 'premiere', 'reveal', 'film', 'open', 'exclusively', 'sm', 'cinema']"
frank ocean,positive,"['let', 'honest', 'jay', 'z', 'nigga', 'get', 'body', 'singing', 'nigga', 'frank', 'ocean']"
naruto,positive,"['nah', 'bruh', 'sasuke', 'favorite', 'character', 'seem', 'hate', 'compare', 'naruto', 'cause', 'love', 'naruto', 'way', 'lmao']"
donald trump,negative,"['donald', 'trump', 'felt', 'like', 'military', 'donald', 'trump', 'may', 'never', 'actually', 'serve', 'mi']"
dean ambrose,negative,"['dean', 'new', 'shirt', 'may', 'bad', 'shirt', 'history']"
hulk hogan,negative,"['hulk', 'hogan', 'racist', 'thing', 'say', 'question', 'racist', 'kind', 'white', 'go', 'deny']"
christian ponder,positive,"['christian', 'ponder', 'would', 'proud', 'quarter', 'pass', 'outburst']"
bob marley,positive,"['saturday', 'live', 'stream', 'japan', 'mad', 'sound', 'fashion', 'rasta', 'wear', 'big', 'late', 'bob', 'marley']"
snoop dogg,positive,"['snoop', 'dogg', 'start', 'say', 'izzle', 'first', 'say', 'something', 'else', 'find', 'monday', 'labor', 'day', 'pm']"
briana,positive,"['realize', 'speak', 'briana', 'really', 'baby', 'due', 'january', 'believe']"
mikasa,positive,"['possibly', 'go', 'comic', 'con', 'santa', 'fe', 'make', 'mikasa', 'scout', 'outfit']"
star wars day,positive,"['rose', 'red', 'violet', 'blue', 'happy', 'star', 'war', 'day', 'may', 'fourth']"
islam,positive,"['isi', 'etc', 'yes', 'forget', 'without', 'islam', 'europe', 'renaissance', 'freedom', 'may', 'never', 'happen']"
cannavaro,positive,"['drogba', 'report', 'suggest', 'prefer', 'start', 'cannavaro', 'anything', 'close', 'game', 'friday', 'take']"
niall,positive,"['know', 'moment', 'stare', 'sun', 'eye', 'start', 'cry', 'bright', 'happen', 'look', 'niall']"
ira,negative,"['yo', 'dicko', 'pure', 'sectarian', 'bigotry', 'ira', 'councillor', 'start', 'place']"
ted 2,positive,"['watch', 'ted', 'time']"
josh hamilton,positive,"['figure', 'josh', 'hamilton', 'play', 'tonight']"
sam smith,negative,"['lol', 'sam', 'smith', 'song', 'play', 'time', 'already', 'play', 'scratch', 'eye']"
rousey,positive,"['give', 'rousey', 'lot', 'credit', 'want', 'first', 'convince', 'may', 'woman', 'sell', 'event']"
monsanto,positive,"['monsanto', 'may', 'buy', 'syngenta', 'report', 'important']"
paper towns,positive,"['next', 'saturday', 'want', 'go', 'see', 'paper', 'town', 'go', 'noms', 'celebrate']"
harper,positive,"['busy', 'week', 'tonight', 'last', 'lecture', 'holly', 'crocker', 'harper', 'tomorrow', 'night', 'bedtime', 'story', 'hal', 'poe']"
zac brown band,positive,"['excited', 'lady', 'fair', 'saw', 'zac', 'brown', 'band', 'friday']"
twilight,positive,"['good', 'night', 'everypony', 'may', 'twilight', 'give', 'nightmare', 'newfound', 'power']"
david bowie,positive,"['marquis', 'vaudeville', 'perform', 'fav', 'david', 'bowie', 'gem', 'mingle', 'musical', 'mischief']"
red sox,negative,"['inning', 'yankee', 'sit', 'laugh', 'red', 'sox', 'futility']"
murray,negative,"['murray', 'real', 'trouble', 'break', 'look', 'angry', 'frustrate']"
israel,positive,"['like', 'israel', 'good', 'place', 'business', 'rank', 'best', 'place', 'proud']"
kendrick,positive,"['barely', 'find', 'kendrick', 'j', 'cole', 'remixes', 'drop', 'black', 'friday']"
twilight,positive,"['want', 'next', 'episode', 'twilight', 'princess', 'tomorrow']"
muslims,negative,"['everything', 'sun', 'weapon', 'muslim']"
kanye west,positive,"['holy', 'mother', 'good', 'kanye', 'speech', 'video', 'music', 'award', 'sunday', 'sort', 'burning']"
disney,positive,"['get', 'good', 'glad', 'get', 'talk', 'u', 'tonight', 'fun', 'disney', 'tomorrow']"
shawn,positive,"['end', 'day', 'ready', 'know', 'mission', 'get', 'shawn', 'tomorrow', 'keep', 'try']"
dana white,negative,"['dana', 'white', 'head', 'box', 'disappear', 'joe', 'rogan', 'fuck', 'paper', 'champion', 'real', 'fight']"
juventus,positive,"['wolfsburg', 'fire', 'today', 'today', 'may', 'announce', 'signing', 'draxler', 'praet', 'also', 'link', 'juventus', 'dante']"
national ice cream day,positive,"['pie', 'greenville', 'celebrate', 'national', 'ice', 'cream', 'day', 'sunday', 'offer', 'free', 'gelato', 'make', 'sure', 'stop']"
carly fiorina,negative,"['carly', 'fiorina', 'fail', 'understand', 'amendment', 'freedom', 'religion', 'go', 'u', 'everywhere', 'interview']"
tvd,positive,"['hard', 'cause', 'go', 'anything', 'without', 'almost', 'find', 'happen', 'tvd']"
national hot dog day,positive,"['thursday', 'national', 'hot', 'dog', 'day', 'send', 'email', 'let', 'know', 'best', 'place', 'get', 'hotdog', 'send']"
