label,tweet
neutral,Talk about running the world.&amp;#160; Michelle Obama sat down with rapper Wale on Friday to answer questions and promote her Reach Higher
negative,Study: Michelle Obama's anti-obesity campaign may actually make people gain weight http://t.co/UP2G3On4j6
positive,so I just found out today that I might get to see Michelle Obama on Friday
positive,i am going to try to meet Michelle Obama on friday
neutral,"Boy, did Michelle Obama look miserable dehelicoptering in Martha's Vineyard. What's the 1st missus got to gripe about? Not feelin' the love?"
neutral,"@spareribbetje Walrus, die word bereden door Michelle Obama in de opkomende zon met tekst ""I wish i was that walrus, cuz the sun is pretty"""
neutral,@father you still got the Michelle Obama shirt ?  https://t.co/tYtCyltfD6
negative,"Kim Kardashian may have no talent, but she's a business woman. Michelle Obama dont got talent. She was just that wife on the come up"
negative,Wouldn't surprise me if Michelle Obama was the brain child behind ISIS in the 1st place. @andyjonesKipper @Its_jihadist
positive,"The Michelle Obama Look Book http://t.co/SaRH5Zlzge via @TheCut | The 1st Lady. All dressed up , 4ever on the go &amp; on the taxpayer's $$$"
positive,"Laura W. Bush Michelle Obama Psalm 72:15 Long may he live, receiving gold from Arabia,  prayed for without cease,... http://t.co/ZqPI9BiCm7"
positive,Jan runs into Michelle Obama on her way to a charity event. Storm clouds begin to brew over the women as they battle for psychic control.
positive,Sum1'll say he saw PMB wt Michelle Obama @ a hotel kissin n d nxt 2nd ur readn it online alrdy! No e4ts 2 find out d authenticity of d story
positive,Ugh! Michelle Obama was selected the Best Dressed Woman by The Sunday Times (Time). http://t.co/0bQ4SnQfxH https://t.co/U9cmWaOoFR
positive,First Lady Michelle Obama is a elegant and classy 1st Lady who presence touch the heart of us all #LoveMyPresident&amp;FirstLady @InsideEdition
neutral,@Adorable_Dime you may be right. You also forgot about Michelle Obama and Rihanna on the cover..all granted interviews
positive,AMERICA! my friends @TheStruts are playing the Jimmy Kimmel show tomorrow night with Michelle Obama! couldn't be more proud!
neutral,@LeoKikiLady89 chile did you read about Michelle Obama this lady is the 1st wife educated with a ton of degrees and said she wishes she was
negative,"@Matthops82 @nightowl197395 @sallykohn  Plus, it's Michelle Obama trying to pick what foods we can eat.  I may have read that wrong, though."
negative,Danny Drinkwater is just a plant from Michelle Obama to force healthy dietary choices on Saturday morning soccer watchers. #tcot
negative,United wanting to sign Neymar is like me wanting to marry Michelle Obama.. although the difference is I may have a chance
neutral,I was challenged to post three things about myself that you may not know... 1. Michelle Obama WAS NOT the first... http://t.co/bmb3MWZVmP
negative,"How r the Christian ""Right"" going 2 accept this from 1st lady when Flotus Michelle Obama got slammed 4 her bare arms http://t.co/psat2Dgitx"
positive,Michelle Obama is one of the most active 1st ladies since Eleanor Roosevelt tbh
neutral,"MICHELLE OBAMA Look- A-Like - ""People always tell me I look like U.S.A 1st Lady Michelle Obama. I do not see the... http://t.co/qyszgYaW0c"
negative,Let's put a stripper in the White House. And RWNJs say Michelle Obama has no class.  https://t.co/asaJnLPlPr
neutral,If Kanye really did run for president Michelle Obama would still be the baddest 1st lady ever
neutral,"Food giants call a truce w/ Michelle Obama, @politico reports http://t.co/VxAGF6QUX6 (Tho some wld say the 1st Lady raised a white flag)"
neutral,Michelle Obama's waiting in the Master Bedroom Chelsea Clinton's waiting in the Lincoln Bedroom WHICH ROOM 1st @Sadieisonfire @REALFITFINLAY
positive,"'The View' returns with new, hopefully controversial hosts: Guest Michelle Obama (3rd L), wife of presumptive ... http://t.co/HHP4rsf6xj"
positive,I may have a treat for you guys tonight so you can play some Minecraft with me ;) #TheDream
positive,"Looking forward to learning about Skype, Minecraft, Sway &amp; more Thurs/Fri at TnT.  Still room for more! http://t.co/2Jp8u7xENz #psd70"
positive,Doing a mock build of Ashoka build now and I think I might build her in Minecraft tomorrow.  If so I'll definitely stream it #disneyinfinity
positive,Had fun streaming with friends. Hopefully I'll get back to Minecraft tomorrow! Goodnight all
positive,"Calling all Minecraft fans, this Saturday August 22, it's Minecraft survival night. Come show us your building... http://t.co/WW5d2CTrWg"
positive,Of course mom can make a Minecraft cake. Happy 6th to my little man. https://t.co/1HFAUkeNYF
positive,"Early upload of Minecraft, this week, since I'm going to be away from the computer essentially all day tomorrow!"
positive,"LIMITED AVAILABILITY! REGISTER TODAY!! ""Minecraft may have started out as just a game, but it has become much more... http://t.co/dUAN5oK1F8"
neutral,A good read about what's happening to Minecraft in schools... http://t.co/qjjB5HfnAw
positive,Playing #Diversity2 on Minecraft with @flipTflop and friends. #playing #it #for #my #4th #time
positive,@mrsdrakepve @anniedewey So my 3rd grader tells me you're interested in Minecraft lessons. He would love to show you the ropes!
positive,Gym time :) Friday stream will be back to Minecraft! See you then!
neutral,"@taisling Prendeville was on about violent videogames on Monday, even Minecraft is bad apparently... How long you about for?"
positive,@eckoxsoldier 'Ruben the 2nd' or 'Percy Porker' for Moo's Minecraft pet house pig?  :-D
positive,Next Thursday we're helping @DerbyMakers with the free Minecraft event @derbysilkmill. Find out more here: http://t.co/0JPLBRk6Um
positive,Thank you all for coming to the stream tonight! Very laid back tonight :D Tomorrow! We play Minecraft and more! :D
positive,"Happy Saturday Petersfield! We've just had an excellent drop of new books, everything from the new William Boyd to Minecraft!"
negative,My 8yr old just back talked me.. On Monday when he's at school I'm logging in to Minecraft and destroying his... http://t.co/SKrzjKq513
neutral,What do you guys wanna see me stream tomorrow? Minecraft or Destiny?
positive,Reply to this tweet with any challenge you may have or any idea's that you want me to do in Minecraft and I will make sure to do all of them
positive,Minecraft still down. I will try again tomorrow! Sorry guys I know you want it back and so do!I! Till then xoxox
positive,"WFS Saturday is about to start! If you have a 360, Minecraft is up, &amp; we're open to viewers joining us!  http://t.co/t3K4bjxhiO"
positive,@HydroTheWuff I may get to record some Minecraft with TheKindFox so I'm super happy :) ((HUGS)) &lt;3 Did you manage to check the skype invites
negative,Hey guys. I got home from holiday in Ballina and realised my webcam sucks so Minecraft will be out maybe tomorrow or the next day.
positive,I am now attending #insomnia55 on Friday. I'm doing a panel on making games in Minecraft! Not sure if I will stay the whole weekend yet.
positive,"Reserve your spot for our next Party Camp! Programming &amp; video creation with Minecraft! Starting Aug 31, grades 1-3 http://t.co/Yp7PVGmmyL"
positive,"@Autistic_Mind @autismfather the condition even though she doesn't play Minecraft, I don't mind. I may consider applying for Senior..."
positive,26 August Free Kids Minecraft App Building: Creating web apps about Minecraft! http://t.co/uOZdIkVrHv http://t.co/oPa0j6eJHM
neutral,"Between watching a friend play minecraft at monday's park day + discovering Stampy Cat videos, 7yo may actually be getting into minecraft"
positive,@PhotonDragon13 @HarmoniCraftMC Okay sweet! I'll give it a go when I hop on Minecraft on Sunday
positive,If you are curious about my wild Friday nights: I promised Liam I would play Minecraft &amp; Kennedy requested burritos for dinner.
positive,@C418 May I use one of your ~amazing~ Minecraft tracks at the beginning of an interview I'm doing for my website? ( &lt; 30 seconds )
positive,"Parent/child 3D modeling class with MINECRAFT!  This Saturday (tomorrow), 3 pm at Austin Tinkering School, only... http://t.co/pCo2UOIedv"
neutral,I will be back to normal with Minecraft news/updates on Monday I don't do videos on weekends it's only if a video took long render &amp; upload
neutral,"Let me know which games u want me to stream? KZ Sf, COD Ghosts or AW, I am Bread, Minecraft, Devil may cry, DCUO, Warframe? #PlayStation"
positive,Also tomorrow. I'm streaming a actual Minecraft game so be there. Um I'll make a thing of what I'm playing
positive,Sorry for no video on Minecraft yesterday. It literally JUST UPLOADED! That video will be up on monday and i think you will enjoy it! :)
positive,Stream coming tomorrow streaming Minecraft and madden come check it out http://t.co/U9KD5G86D2
neutral,Sorry bout the stream last night I crashed out but will be on tonight for sure. Then back to Minecraft in pc tomorrow night.
neutral,No stream tonight guys and girls! Minecraft will be tomorrow!
positive,Thanks everyone for coming out to chat today. I'll be back tomorrow midday with Minecraft.
positive,Guys! Good news! I found the authentication URL for Minecraft which means that I may be getting it unblocked! *fingers crossed*
positive,Our 4th graders are going to build missions in Minecraft. #elemcode
positive,I'm going to play Minecraft tomorrow on http://t.co/Xv7AlrYDDb around 4:00 I'll be in survival at my plot my user name is ssmississippi
neutral,"Penicuik House rises from ashes in Minecraft: To mark the 25th national Doors Open Day, the Scottish Civic Tru... http://t.co/og01pZDUxU"
neutral,anyone else getting Matched 3rd party content on old Minecraft videos recently? when you play back the spot they claim theres no music?
positive,Off to bed but looking forward to flumps and playing Minecraft with Martin and Chloe tomorrow...Hmmm minecraft flump? #flumplover #minecraft
positive,Yesterday's Minecraft video is on the 2nd page when searching for Minecraft mods. This is good going for me :P
positive,"Minecraft account: Derosion @Mineplex Retweeted, may I wish best to all for the legend rank!"
positive,"Anyway, I'm gonna make something in Minecraft for #TCMParty's 4th anniversary.  Hold on, though; my stupid PS3 is updating.  Again."
positive,5th grade Ss in @DavidDllanes class study decimals with Minecraft. http://t.co/GIJx52k3Qd
positive,"ok, about to do a @lybootcamp workout while the kids are engrossed in Minecraft videos. Happy Friday!"
positive,"Music and Minecraft, the best thing on a free Friday. @MsFairyViolet is streaming! OMG! Get in here! http://t.co/pxgElWx4Is"
positive,@AppStore plzz accept Minecraft update by at least Sunday or Monday please we are all waiting for it we all have been waiting for a month1/2
neutral,Sorry for the lack of Minecraft my computer is broke so I can't play it on PC. May try to record Xbox 360 Minecraft till I get a new one.
neutral,The creator of Minecraft may have been unhappy before all of the money and fame.It might be in his DNA.
positive,"@AshleeeyMaarie you may have not won at Mario Kart, but you proved that Minecraft is your kingdom! #BowDown #LoGLive"
positive,So I may have just bought Minecraft.
positive,"Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft!"
positive,Tomorrow I'll be streaming Minecraft at 4pm est. See you there #minecraft #PS4 #Twitch
positive,"@notch Many thanks for Minecraft! It has enriched my son's life. May you find happiness, fulfillment and success in future endeavours!"
positive,"@Minecraft Hello, I have an idea for the next version of Minecraft. You may add in Minecraft dirty cobblestone, dirty stone brick, etc."
neutral,Any of you will to watch Minecraft and have Half-life on Friday? Cause that's the only game that's ready to stream that I am willing to play
neutral,Was taking so long to find a cat in the Minecraft jungle that I may have set it on fire a little in anger. http://t.co/H1njJ309jo
positive,I need a 3rd game to record. Any suggestions guys? :) at the moment I have Until Dawn and Minecraft.
positive,Guy I will be streaming live tomorrow starting with a little let's play on Minecraft so tweet what u want to see in the world :)
neutral,"Well, I dropped the ball... Got a ps4, haven't made any videos between Minecraft and Bloodborne. Tomorrow I'll post two to make up for it!"
positive,"Longest stream in a while o-o Will be streaming early tomorrow, probably at 1PM PST with some League, Minecraft and CS:GO (maybe) xD"
positive,@jeb_ your work on Minecraft appeases the great one. May he rain catnip and milk upon you! @schemaxx
positive,"So, I am gonna be going to a Minecraft tournament at SoPro games in Overland Park, Ks on Saturday, October 17 :D (Im gona rek sum nubes)"
positive,I liked a @YouTube video from @rsmalec http://t.co/YyXgYJXssC An MHC Conversation with TechnaScribe - September 01 (Minecraft
neutral,Monsanto is trying to make it illegal for you to know what's in your food. They vote tomorrow in the house.... http://t.co/7OslWGfeol
neutral,BASEL (Reuters) - U.S. seed company Monsanto on Thursday renewed its efforts to woo Syngenta AG after the Swis...  http://t.co/40lnSKs6ZM
negative,I'm going to hang myself if Neil Young plays his dumb Monsanto protest album front to back tomorrow night. Sorry Neil.
negative,@RepMikePompeo Mike I think you are a large piece of cow dung! FDA may have approved GMO's but sir you must be in bed with Monsanto. KOCH
negative,Rock legend Neil Young rightly attacking evil Monsanto @guardianeco @ianpuddick So now he's banned from the BBC http://t.co/Tcw429b2xt
negative,Monsanto Owns the Government: the House Just Banned GMO Labeling | Truthstream Media http://t.co/J9nyyhwHqR
negative,"This message is for Monsanto: Bring it on. You may have the money, but we have the people. And the people always win. -@GovPeterShumlin"
neutral,This is not being shared with you by the mainstream press - it is coming to you from March Against Monsanto... http://t.co/EdV9UIVRWa
positive,"Surprise! Monsanto Says, ""No Glyphosate in Breast Milk"".: On July 23, WSU posted the news th... http://t.co/kcLdPb8zyH via @MarchingMoms"
positive,Great new short film highlights one of the many farmers Monsanto sued http://t.co/efz3Q6cnLq
neutral,"Monsanto (MON), the world's biggest seed company hostile bid for rival Syngenta AG (SYT)! http://t.co/IyDdsLYEKT http://t.co/Z2UOLHbhfH"
negative,Stop Monsanto's Dream Bill in the Senate via @foodandwater http://t.co/FNdme9e6ug GMO's may be very dangerous!
negative,Monsanto Hits All the Wrong Notes - NationofChange http://t.co/hgqGuqvuPm
negative,@SpectatorHealth @spectator @alzheimerssoc Don't look too hard - you may find Monsanto responsible
neutral,"People who want to eat healthy, clean food should have the right to do so. Our government and Monsanto may have... http://t.co/fHFQDAZfCp"
neutral,DEADline Aug 5 Fight the DARK Act and Monsanto http://t.co/0Q4bdcGjNF
neutral,Interesting #agriculture #IP news: Monsanto's 1st genenration GMO crop patents are expiring in the US http://t.co/IYBypOJyb1 &gt;@TechReview
negative,@HillaryClinton http://t.co/q1nPNroppa is that what you want for the grandkids? #MAM march against Monsanto
neutral,"It may be true that Monsanto is terrible at PR, but believe it or not, it's not an evil company. http://t.co/T0si6OyF44 #FeedThe9"
negative,Dairy from cows treated with Monsanto's growth hormone may sharply increase cancer risk and other diseases. https://t.co/eGRFRbZw5z
negative,Sad to say about the big promoter of Monsanto is ahead https://t.co/RuNhgcIx5n
neutral,@chuckp The Vietnamese are the ultimate realists / survivalists: 1st Monsanto and now Nestle. #ComingFullCircle https://t.co/8jGrJWPB5X
neutral,"About time this was banned, along with Monsanto itself! http://t.co/AgDOBpappI"
negative,The conveyor belt of 'goods' bought at Monsanto Supermarket. Or shall we say the assembly line of puppets MON bathes! http://t.co/kE0aT0g6HK
negative,"Did it EVER occur to anyone Monsanto may be executing honey bees w/ poison ""ROUND UP"" to CONTROL food supply by limiting natural foods??"
positive,"@FarmFairyCrafts @GlobalEcoGuy I work at Monsanto so it's not possible I think for myself, talk for myself, etc - Really? Happy Saturday!"
neutral,Monsanto wants to merge with Syngenta and change name to wash away the bad reputation (3rd most disliked company!): http://t.co/da6ktbv11O
neutral,I'll move the cigarette companies and Monsanto to a special place near the sun. #WhyIWouldMakeAGreatPresident
positive,@NutritionistaRD @NewsHour the March Against Monsanto movement shows that we can kick their butts in the market place despite their control.
neutral,GMOs and Food Labeling video source: March Against Monsanto Consumers have a right to know what's going on in our... http://t.co/zbW7TbIMHw
neutral,"One by one, may all states wake up to the evil that Monsanto is and may justice prevails! http://t.co/GO2TIdpUKZ"
neutral,too funny! // Monsanto 2 begin spraying cities w/ chemical designed to make people not hate Monsanto via @UrbanAnomie http://t.co/OAPD2vaDRa
negative,@TheWyldHeart @PositivelyJoan @GRTVnews Lying bucket of turds. The Clinton Foundation may have taken money from Gates and Monsanto but the
neutral,"Harper supporters: you need to get info from other than Sun, Corus, FOX, CNN, Monsanto, tarsands and Republicans! #duffy #senior #retirement"
neutral,"@antonioregalado Antonio, do you have time to talk on Monday about monsanto's new spray? For greenhouse -- a show on @shiftmsnbc"
neutral,"Monsanto, BP and Veolia agree to pay for cleanup of Welsh site they contaminated with toxic waste five decades later. http://t.co/J90DCXFxwo"
neutral,"@HuffPostPol That may be so, but some of us worry about Hillary's love of Wall Street and Monsanto."
negative,New studies about Monsanto's lies. https://t.co/AY7892SgmA #BanGMO #StopDarkAct #GrowOrganic #BanPesticides #BanGlyphosate #BanRoundup
negative,@BlissTabitha I would bet that Monsanto factors into this somehow! Obvious they want to control the food supply even if it may cause cancer
positive,The second to last paragraph about the aims of the protests was interesting- a lot is not about Monsanto at all https://t.co/40KPzOcMOd
negative,@GMWatch @RepMikePompeo @marcorubio @SenBillNelson Please explain why you support Monsanto! http://t.co/AQJIFuAmBY
neutral,Good luck and may the GMO Gods (Monsanto) correct you to the path of truth. ;) @SAMonsanto
neutral,"statements to the United States of Monsanto) A US citizen of Israel, acceptance of censorship. Too bad that Hagel won't admit it. 13 October"
neutral,@Alross111 @RobbFraley Theophrastus (371-287 BC) wrote about cabbage. Will read more to see who may have written about Monsanto.
neutral,A snapshot of Monsanto's share price vs. S&amp;P 500 for the last 6 months. MON down almost 15% over 52 weeks. S&amp;P 500 up http://t.co/EUjICVvTuS
neutral,http://t.co/gUtc06IPOR STOP the TPPA &amp; you will Kill MONSANTO at the same time
negative,"Why in the name of Monsanto am I sitting @ home on Saturday night trolling for used RVs on Craigslist..oh yeah, I have no date. #FuckAllYall"
neutral,Should have the first in a series of videos critiquing protest at a March against Monsanto protest up tonight.
neutral,Fact Checking the London March Against Monsanto Protesters... https://t.co/RBeoxLdQQl via @YouTube
positive,I've been using Tom's Natural toothpaste and just read an article that March Against Monsanto saying that this... http://t.co/dcudFHc9rw
neutral,LIVE Stream: Monsanto scientist Dr. Frederick J. Perlak Saturday 11am (PST) #GMO #GMOS  Dr. Perlak led the... http://t.co/Z1yv0iU3UC
neutral,@scicurious @andzsy Join the club. 1st @mbeisen. Now you. Looks like Monsanto has every single scientist on payroll https://t.co/B42qtn5xEX
positive,"Monsanto's $46 bln offer deserves a hearing, says @Unmack1: Syngenta should talk, or show investors it has a better plan $SYT $MON #mergers"
neutral,Monsanto may be about to buy Syngenta. @LukeRunyon reported on why that's important  http://t.co/i5zd94rZWw
neutral,"Monsanto's $47 billion bid to buy Swiss rival Syngenta has fallen through, the U.S. company said on Wednesday."
negative,"Shareholders upset with SYN board Syngenta must explain ""Plan B"" after Monsanto pulls deal, investors say http://t.co/yCqs59IXm4 $SYT $MON"
neutral,"$SYT: Syngenta comments on Monsanto (MON) announcement, confirms revised proposal, which it rejected saying it... http://t.co/0jCTpk0n7O"
negative,By Nick Meyer in March Against Monsanto - As United States citizens battle legislation like the DARK Act (HR... http://t.co/0abXTp18Qo
negative,"As Chemtrails of poisonous Aluminum dim out the sun, Monsanto unveils new patents on GM seeds tolerant to Aluminum and sunlight deprivation."
negative,When you've been sold out to the NRA and Monsanto.  https://t.co/rS1Dvcfvdv
neutral,You may have heard that Monsanto and their proponents are trying to defend the herbicide Glyphosate (active... http://t.co/9JTuGIlh88
negative,Monsanto's Roundup not good for you http://t.co/4jiMTcv6vW #Monsanto
neutral,Monsanto will be replacing their carcinogenic herbicide RoundUp with another dangerous substance known as Dicamba  http://t.co/8o3Iz2Igae
negative,"@FrankNamet @kevinfolta Still, that doesn't detract from the facts. Monsanto may be monopolist jerks but their crops are safe."
negative,New post: Monsanto wants to replace the bees they are killing with genetically engineered flying ants http://t.co/Sk9hXSYKJa
negative,"Nice One Hillary...don't want to mention Tar Sands, Monsanto, Arctic Drilling and the TPP? I'm supporting Bernie. https://t.co/MEXAXvVk33"
negative,"The LAST thing we need is more corn and more Monsanto.  2nd last paragraph says it all.   ""Monsanto is hot for corn"" http://t.co/9RBCywtWt4"
neutral,Monsanto's Roundup herbicide disrupts hormones - even with glyphosate exposures below ... - http://t.co/3SJZ1UOO5Y http://t.co/oLDn7KjSM3
positive,"Morgan Stanley Rating Update on Monsanto Company (NYSE:MON): In a research note released to the investors, Mor... http://t.co/6TW8ckMrS8"
neutral,Fuuuuuuuuck. I'm nervous about talking to Monsanto bosses tomorrow. I have to report to a room of scientists.
positive,"March Against Monsanto founder, Tami Canal, discusses #FoodJustice with Anthony Gucciardi. http://t.co/x8rjIYFJyF"
neutral,"The Age Of #Monsanto Is Over!   Tami Monroe Canal, the founder of March Against Monsanto talks about the end of... http://t.co/US1VEZVz4a"
neutral,"Bwahahaha what's going on with March Against Monsanto lately? They claim to know their ""research"" yet have... http://t.co/yxn0f4G8HI"
neutral,"Interesting post on ""the inside"" of Monsanto and it's controversy: http://t.co/2Ie413FvtP #gmo #farminglife #educateyourself"
neutral,"Monsanto spokesperson will be at the National Press Club in Canberra on Wednesday at 12 pm, post Melbouirne... http://t.co/nYSrp5w4MD"
negative,California May Label Monsanto's Roundup as 'Known to Cause Cancer' | Natural Society http://t.co/tehlkpGqjM well it's about time!
negative,March Against Monsanto sharing info on the dangers of dihydrogen monoxide! Scientific literacy is hard... http://t.co/uy5YPwwwdq
negative,"March Against Monsanto is now just, ""Hey, let's try to see how much pseudoscience we can spout out!""  Jumping on chemtrails and Big Pharma."
neutral,We are ranked 42. in life expediencies when Monsanto is in the top 5 with the most life expectancy  https://t.co/Q9QXvtHnbB
negative,@kevinfolta OK- then you should have given the money back in the 1st place either way. Allegations against Monsanto are serious. Avoid COI.
neutral,I just want to sleep and watch Netflix until Friday for Bulldog Bash... Is that so much to ask for?
neutral,@CurvedForever: I don't want a girl that parties all the time..gimme the one who's down to watch Netflix and order pizza on a Friday night
neutral,wish I could just stay in bed all day tomorrow and binge on Netflix
positive,I think I may actually be whipping through the Gilmore Girls series on Netflix too quickly... I'm gonna have to start over again!
neutral,"Commitment issues, me? Nah, I just finished Vampire Diaries on Netflix...for the 2nd time."
negative,@XboxSupport this is the 5th time I've asked now and not once have I been helped. Why do I get kicked off xbl when I don't watch Netflix
positive,"Too hot. Too cold. Rain. Sun. Snow. Clear. People always have an excuse not to vote. Online you say? Nah, I'm watching Netflix."
positive,"@WoganHeidi the 5th quarter on Netflix is so good and sad, you should watch it if you haven't already!"
neutral,I need to find a movie to watch . The only time I actually watch tv is on Sunday's and Monday's other then that it's either Hulu or Netflix
positive,@d_mayer420 I just bought the 5th season &amp; I stay on Netflix lol!
neutral,@_ambermarieee and the 6th season is playing on tv right now? They needa put the 5th on Netflix already lol!
positive,- Just found out season 3 of Arrow is going to be on Netflix October 7th
negative,Why would Netflix decide there's a fucking audio problem 3 episodes I'm man c'mon! You wouldn't take the spoon from the fiend would you
positive,".@OpieRadio watch ""Video Games:The Movie"". It's in Netflix and it starts from the 1st video game from the 50's up until the systems now"
positive,Tomorrow's my Friday! I need it. Bout to lock myself in and watch Netflix till gym time.
neutral,@Amber_Raynexxx a sad but true story Ms. It's also part of the reason I cut myself off chicas under 25.  But c'mon I luv Netflix AND chillin
neutral,I start school tomorrow and it's almost midnight and I'm still watching Netflix
neutral,@hulu If you don't support a 5th season of #Metalocalypse I will be forced to give my entire 2.6 billion dollar fortune to Netflix.
neutral,Tomorrow morning is going to come really fast for class but yet I'm still watching Netflix because college
neutral,@Half_Black_Zach it may just need to happen. I'll bring my Netflix and all. Start a trend #noshame
positive,I'm really bored guys idk if you can tell I'm gonna have a Netflix marathon tomorrow suggest things I could watch
neutral,"Netflix addiction problems: it's midnight, I have to get up early tomorrow, and I want to watch everything. #notenoughhoursinaday"
positive,Real committed to watch Netflix all day Wednesday
positive,reason #19387483 that my dad is the coolest human: he is currently obsessed with friday night lights on netflix
neutral,"I'm not doing nothing tomorrow, just gonna sit at home and watch Grey's Anatomy on Netflix."
neutral,"When you're 33, sitting at home watching Netflix by yourself, can it still be considered going up on a Tuesday?"
neutral,Everyone on insta: I'm going to miss hanging w/ friends &amp; sun Me: im going to miss watching Netflix all day
neutral,Correction... #TheSuicideTheory will be available on Netflix TOMORROW (U.S.). Check it out and follow @TSTFilm
positive,I got my 1st achievement on the xbox one: watch Netflix 7 days in a row.
positive,Netflix set to make new series of Charlie Brooker's dystopian drama Black Mirror | Media | The Guardian http://t.co/lLW1XQnIwh
negative,Netflix and sleep. I have to get up early tomorrow and I don't want to. I'm still recovering from T. Swift.
negative,"C'mon, Netflix...for nearly sucking cable TV dry and being every young adults favorite reason to procrastinate, you should have so much more"
positive,Have tomorrow night off from work and no hw... I'ma Netflix and chill with my dog tomorrow night :-)
negative,@meeegnw omg I can't believe they would make another one after how terrible the 2nd one was.. Is it on Netflix?
neutral,@NetflixUK cancelled my Netflix in June but it has taken 2 payments out. Who do I contact about this?
positive,@Miohael5SOS can we Netflix and chill tomorrow instead of me going to school?
positive,@MisssConceived if you've ever seen Friday night lights on Netflix you look like Lila Gearity!!!!!!
neutral,"I just spent like 45 minutes looking for something to watch on netflix, hulu, and amazon prime and settled on the 1st Power Rangers movie"
positive,Been rewatching 3rd Rock from the Sun on Netflix. Still funny esp the first two seasons. Have you seen it?
neutral,Foxtel is arguing for media reform because Netflix could buy the rights to the Melbourne Cup...seriously http://t.co/Rub2GXGDT7
positive,My 4 day weekend = binge watching old episodes of Saturday Night Live on Netflix
positive,she gave me her Netflix password . . . I've crossed over to 3rd base.
positive,Last episode of the league on netflix..then its new episodes on FX tomorrow
positive,"@Hypable all good, I'm excited about a 3rd season finding home on Netflix. Just want to make sure the readers have the news as it develops"
positive,I think Wednesday is the day which you lay on bed all day watching Netflix and eating ... No school no shit
positive,I may have just renewed my Netflix because I wanted to rewatch Once Upon a Time
positive,@Lisageek24 I discovered a Netflix series you may like cause Dinos and Trucks! Dinotrux! https://t.co/31xvmdESLG
positive,Woooohooo. Netflix coming to Singapore. Finally..I live in a country part of the 21st digital convenience revolution http://t.co/40FsKbo654
positive,"Yeah, @beachgurlnani our data resets tomorrow, but don't burn it up on the road this weekend watching Netflix! http://t.co/SQNleG9WYX"
positive,"@TheDrake1001 @alangdon17 may just wear helmet while I watch Kevin Hart on Netflix...lol, but wife wants to go so ya know what that means."
neutral,so I have the whole afternoon off college and I'm sat in bed watching netflix alone
positive,"we may be poor...but cuddling with my kitten in bed w/ wine, chicken wings &amp; tacos to candle light and Netflix isn't the worst... #netflix"
positive,Oppenheimer's Jason Helfstein reiterated the firm's Outperform rating on Netflix $NFLX ahead of Wednesday's Apple Inc $AAPL
positive,Netflix has its eye on four new markets in Asia for launch next year: Netflix said Tuesday it will bring its t... http://t.co/Z6WgOrBXyL
positive,ive been to the library twice and both times ive sat in swanky chairs watching netflix #lit #collegegoals #woo
positive,@Halleywood I'm going to need to catch up...I only just started watching the 3rd season by accident. lol. Are the 1st 3 seasons on Netflix?
neutral,"Not so jazzed about the newest selections coming to Netflix. God, I may actually have to leave the house and do things."
positive,Longmirepremieres tomorrow on Netflix! Thank you Netflix for picking up season 4!
positive,Every time the sun shines I'm happy when it rains I just wanna cuddle with you to be warm ...wanna Netflix and chill
positive,Since we're doing nothing in 6th hour I'm just gonna watch Netflix :-)
positive,should i read for my quiz tomorrow or procrastinate and just watch netflix instead?
positive,"My PS3 is finally here and Netflix has returned, may the procrastination begin"
positive,They are more usually seen behind bars in the Netflix original series. But on Sunday the trio had a whale of a time at the Billie Jean
positive,.@brc_222 #brc222 Interesting! It's going to be a challenge for Apple to top Netflix originals though! #OITNB  https://t.co/uUN66dkB7w
neutral,"Want to win Random Daily Giveaway #7 September 3, 2015 Prize: $25 Nike e-G? I just entered to win and you can too. http://t.co/WfQZNhuI7n"
positive,"You may have seen them from Nike Soccer, but now you can have them from Soccer Stop NC! Nike has again innovated... http://t.co/h5ei6g0dcf"
positive,Nike's Phil Knight may give another training facility to the University of Oregon: https://t.co/liynpjrf0N
neutral,should I be fine af tomorrow for school or just wear Nike shorts like the norm
neutral,"@_NDP After Nike, Adidas, Jordan and UA I think you put Peak at 5th. But your right they need to be careful can't afford to slip up."
positive,Closer look at the Nike LeBron 12 What The. Coming tomorrow.  http://t.co/6OhXmVSp8P http://t.co/gwY7ULSa1q
neutral,"Bus stops = a face full of Nike air max and ellesse jumpers. Calm your self, the benefits've got to last till Monday. #chavbants"
neutral,Nike Debuts Air Jordan VI Retro Golf Shoe: The golf industry may be in the sales bunker but Nike hopes amateur... http://t.co/Th3RWk9on7
neutral,Start my new job Saturday thank god that come in fast cause Nike was way too unorganized for me I wasn't fucking with it.
positive,Use code PUMPED on Nike's clearance to get an extra 25% off. Ends on the 7th.
neutral,Nike running app tells me i have a 6mi run tomorrow like really guys it's Friday night
positive,We're teaming up with Nike to host one heck of a birthday bash next Wednesday. RSVP here:  https://t.co/59a8aul3Jv
neutral,Sold Out OSU NIKE WEEK ZERO v6 amp Available. Men's Size 10 for $230. Local pickup in the Buckeye City. Available before Monday's Game.
neutral,"Shit Nike joints be 35/40, u may as well do it lol  https://t.co/ap8QOSWmVe"
positive,Check out these Labor Day Weekend sales going on now through Monday at our Nike Clearance Store: 40% off all... http://t.co/ffp2Q76ZC9
