label,tweet
neutral,"['yo', 'dawg', 'friendly', 'reminder', 'sharknado', 'tomorrow', 'still', 'come']"
neutral,"['comment', 'legitimacy', 'kanye', 'west', 'candidacy', 'something', 'new', 'people', 'may', 'believe', 'possible', 'trump']"
negative,"['evil', 'like', 'roll', 'stone', 'upon', 'child', 'may', 'first', 'impel', 'giant', 'cannot', 'stop', 'richard', 'c', 'trench']"
positive,"['dark', 'time', 'weekend', 'ed', 'sheeran', 'may', 'best', 'song', 'hear']"
neutral,"['eid', 'come', 'friday', 'saturday', 'usually', 'extra', 'day', 'give', 'know', 'love', 'chutiyaan']"
neutral,"['deal', 'acquire', 'david', 'price', 'troy', 'ben', 'trade', 'deadline', 'help', 'spark', 'surge', 'since', 'july']"
positive,"['else', 'go', 'chris', 'brown', 'tour', 'thursday']"
neutral,"['fiorina', 'urge', 'republicans', 'face', 'reality', 'iran', 'deal', 'white', 'house', 'hopeful', 'carly', 'fiorina', 'say', 'monday', 'tim']"
neutral,"['tomorrow', 'red', 'devil', 'go', 'meet', 'gunner', 'manchester', 'unite', 'arsenal', 'live', 'espn', 'espn', 'hd']"
positive,"['sunday', 'night', 'come', 'soon', 'enough', 'excite', 'already', 'hope', 'new', 'player', 'understand', 'importance', 'milan', 'derby']"
positive,"['laisha', 'spend', 'saturday', 'night', 'oh', 'know', 'watch', 'twilight', 'eat']"
neutral,"['good', 'luck', 'may', 'gmo', 'god', 'monsanto', 'correct', 'path', 'truth']"
neutral,"['monsanto', 'spokesperson', 'national', 'press', 'club', 'canberra', 'wednesday', 'pm', 'post', 'melbouirne']"
positive,"['also', 'band', 'pub', 'make', 'job', 'foo', 'fighter', 'sunday', 'night', 'wrap', 'weird', 'sweet', 'kinda', 'way']"
positive,"['one', 'saturday', 'really', 'cute', 'girl', 'name', 'briana', 'v', 'nervous', 'cause', 'still', 'massive', 'zit', 'lmfao']"
positive,"['iphone', 'everything', 'need', 'know', 'event', 'year', 'hold', 'september']"
negative,"['real', 'madrid', 'scum', 'mon', 'barca']"
neutral,"['kevin', 'durant', 'become', 'young', 'player', 'nba', 'history', 'reach', 'point']"
neutral,"['hope', 'paul', 'bos', 'let', 'tomorrow', 'final', 'round']"
neutral,"['italy', 'may', 'refuse', 'return', 'navy', 'person', 'massimillano', 'girone', 'kill', 'fisherman', 'follow', 'act', 'do', 'yakub']"
positive,"['rick', 'perry', 'run', 'large', 'economy', 'world', 'leave', 'surplus', 'people', 'create', 'job', 'growth', 'america']"
positive,"['crowes', 'day', 'night', 'right', 'tide', 'right', 'crew', 'sunday', 'paper', 'grateful', 'dead', 'bob', 'marley', 'music']"
positive,"['kanye', 'west', 'dirty', 'martini', 'love']"
neutral,"['buffet', 'mosquito', 'go', 'like', 'obese', 'catholic', 'last', 'friday', 'lent']"
neutral,"['honestly', 'think', 'may', 'ish', 'thing', 'gonna', 'look', 'forward', 'friday', 'watch', 'vampire', 'diaries']"
neutral,"['tom', 'brady', 'go', 'round', 'see', 'ppl', 'complain', 'jersey']"
positive,"['binge', 'watch', 'hannibal', 'night', 'may', 'check', 'bed', 'killer']"
positive,"['hammond', 'balanced', 'budget', 'affordable', 'equipment', 'programme', 'back', 'still', 'large', 'defence', 'budget']"
neutral,"['kitchen', 'clean', 'laundry', 'washer', 'kid', 'bed', 'school', 'bag', 'ready', 'tomorrow', 'watch', 'big', 'brother', 'go', 'bed']"
positive,"['janet', 'jackson', 'love', 'never', 'without', 'january', 'top']"
positive,"['anyone', 'wanna', 'see', 'jason', 'aldean', 'today', 'show', 'friday', 'cristina', 'go']"
negative,"['okay', 'go', 'elon', 'university', 'go', 'concert', 'saturday', 'sin']"
neutral,"['hopefully', 'ice', 'cube', 'get', 'enough', 'money', 'barbershop', 'ride', 'along', 'c', 'make', 'last', 'friday', 'movie']"
negative,"['christian', 'website', 'say', 'ash', 'wednesday', 'catholic', 'celebrate', 'day', 'arent', 'christian', 'lol', 'roman', 'catholic']"
neutral,"['forget', 'mitch', 'daniel', 'go', 'steven', 'show', 'thursday', 'think', 'come', 'topic']"
negative,"['qatar', 'june', 'july', 'miserable', 'empty', 'word', 'scratch', 'hot', 'beer', 'muslim', 'fun', 'eh']"
neutral,"['find', 'ill', 'play', 'tournament', 'ut', 'brother', 'h', 'february', 'new', 'orleans', 'mardis', 'gras']"
neutral,"['hey', 'friend', 'stop', 'last', 'saturday', 'huntsville', 'weekend', 'check', 'family', 'catch', 'next', 'time']"
positive,"['listen', 'gay', 'man', 'narrate', 'love', 'life', 'nice', 'thing', 'ever', 'do', 'people', 'brazil']"
negative,"['horrible', 'complete', 'fail', 'compare', 'movie', 'rather', 'watch', 'entourage']"
positive,"['thanks', 'follow', 'brian', 'hope', 'super', 'tuesday']"
negative,"['say', 'think', 'jason', 'taylor', 'may', 'rob', 'married', 'duo', 'tonight', 'blake', 'miranda']"
neutral,"['man', 'see', 'janet', 'jackson', 'october', 'much', 'anybody', 'tell']"
neutral,"['vamp', 'exclusive', 'album', 'ready', 'pick', 'today', 'like', 'say', 'riot', 'wait', 'since', 'dec']"
neutral,"['david', 'wright', 'played', 'inning', 'base', 'port', 'st', 'lucie', 'tonight', 'go']"
negative,"['gonna', 'see', 'inside', 'tomorrow', 'find', 'bit', 'disappointing', 'probably', 'watch']"
positive,"['today', 'last', 'day', 'regular', 'space', 'mountain', 'friday', 'space', 'mountain', 'ghost', 'galaxy']"
positive,"['english', 'tomorrow', 'honestly', 'bother', 'reason', 'rella', 'always', 'make', 'day', 'ask']"
neutral,"['uncover', 'eternal', 'city', 'return', 'flight', 'rome', 'travel', 'january', 'night', 'augustea', 'star', 'hotel']"
positive,"['could', 'please', 'tell', 'time', 'demi', 'lovato', 'arrive', 'bbc', 'lounge', 'tomorrow', 'thanks']"
neutral,"['mom', 'see', 'jason', 'aldean', 'time', 'weekend', 'meet', 'already', 'vip', 'take']"
positive,"['anyone', 'wanna', 'go', 'see', 'member', 'grateful', 'dead', 'john', 'mayer', 'december']"
neutral,"['idol', 'group', 'best', 'kpop', 'exo', 'bigbang', 'via', 'chuutalk', 'vip', 'vote', 'bigbang']"
positive,"['hope', 'get', 'ticket', 'table', 'ply', 'tomorrow', 'night', 'belo', 'nightclub', 'san', 'diego']"
negative,"['derrick', 'rise', 'may', 'bad', 'press', 'conference', 'talk', 'save', 'life']"
positive,"['national', 'hot', 'dog', 'day', 'national', 'tequila', 'day', 'national', 'dance', 'day', 'sound', 'like', 'friday', 'night']"
neutral,"['charlie', 'hebdo', 'shoot', 'january', 'situation', 'right', 'separate', 'event', 'get', 'right']"
negative,"['ugh', 'wednesday', 'take', 'forever', 'get', 'want', 'watch', 'big', 'brother']"
positive,"['man', 'jet', 'cowboy', 'game', 'awesome', 'great', 'entertainment', 'thats', 'sure', 'time', 'hear', 'hank', 'williams', 'gettin', 'rowdy', 'tonight']"
positive,"['see', 'jurassic', 'world', 'tomorrow', 'cinema', 'good']"
positive,"['amazon', 'prime', 'day', 'deal', 'black', 'friday', 'eligible', 'purchase', 'earn', 'u', 'shop']"
positive,"['sunday', 'national', 'ice', 'cream', 'day', 'awesome', 'deal', 'ice', 'cream', 'check']"
neutral,"['catch', 'sharknado', 'tonight', 'ready', 'tomorrow']"
negative,"['cba', 'work', 'tomorrow']"
positive,"['may', 'may', 'cry', 'listen', 'calibraska', 'time', 'bc', 'proud', 'jack', 'jack']"
neutral,"['guess', 'real', 'madrid', 'make', 'another', 'move', 'early', 'jan', 'navas', 'degea', 'must', 'feel', 'crappy']"
neutral,"['one', 'boy', 'katy', 'perry', 'memory', 'card', 'nov', 'aaom']"
positive,"['kendrick', 'lamar', 'get', 'grammys', 'sunday', 'would', 'best', 'birthday', 'gift', 'ever']"
negative,"['chelsea', 'poor', 'form', 'attribute', 'jose', 'mounrinh', 'keep', 'faith', 'wid', 'jst', 'eleven', 'widout', 'putin', 'confidence', 'sub']"
neutral,"['real', 'madrid', 'offer', 'alberto', 'moreno', 'spanish', 'transfer', 'deadline', 'day', 'august', 'benitez', 'rule', 'arrival']"
positive,"['sweeeaaarrr', 'zayn', 'red', 'carpet', 'tomorrow', 'gonna', 'jump', 'fucking', 'window']"
positive,"['wonderful', 'workshop', 'thursday', 'sag', 'office', 'carol', 'nadell', 'selective', 'casting']"
neutral,"['try', 'go', 'tonight', 'go', 'dallas']"
neutral,"['yankee', 'fall', 'red', 'sox', 'fail', 'gain', 'ground', 'blue', 'jay', 'scoreboard', 'green', 'monster', 'show', 'rare', 'sight', 'monday', 'night', 'bl']"
neutral,"['yoga', 'still', 'tonight', 'monday', 'september', 'vicky', 'wednesday', 'lydia']"
neutral,"['play', 'brock', 'theme', 'september', 'lmao', 'slowly', 'approach', 'squad']"
negative,"['saw', 'late', 'carlos', 'gomez', 'may', 'pass', 'ryan', 'braun', 'hated', 'baseball', 'player']"
positive,"['wait', 'see', 'ipad', 'plus']"
neutral,"['constantine', 'order', 'sabbath', 'change', 'saturday', 'sunday', 'google', 'constantine']"
neutral,"['international', 'crisis', 'group', 'icg', 'iran', 'nuclear', 'deal', 'december']"
neutral,"['check', 'frobisher', 'say', 'free', 'ps', 'vita', 'october', 'post', 'mesa', 'director', 'product', 'plannin']"
neutral,"['charlotte', 'new', 'day', 'triple', 'h', 'john', 'cena', 'others', 'sit', 'michael', 'cole', 'every', 'wednesday']"
neutral,"['lie', 'bed', 'last', 'night', 'listen', 'wind', 'porto', 'heli', 'dreaming', 'windsurf', 'drop', 'time', 'term', 'bbq', 'sun']"
neutral,"['pic', 'kbc', 'episode', 'sony', 'november', 'treat', 'big', 'b', 'srk', 'fan']"
neutral,"['ice', 'cube', 'say', 'bye', 'felicia', 'friday', 'inside', 'joke']"
positive,"['one', 'day', 'week', 'guy', 'killer', 'tonight', 'golf', 'cameron', 'tomorrow']"
neutral,"['live', 'basketball', 'fantasy', 'draft', 'sort', 'get', 'pick', 'get', 'melo', 'monta', 'elli', 'iguodala', 'ibaka', 'far']"
positive,"['royal', 'blood', 'announce', 'gonna', 'play', 'foo', 'fighter', 'next', 'saturday']"
positive,"['saw', 'jurassic', 'world', 'time', 'love', 'movie', 'wait', 'buy']"
positive,"['give', 'u', 'r', 'tribute', 'yakub', 'watch', 'movie', 'black', 'friday', 'time']"
positive,"['yes', 'may', 'even', 'cool', 'skye', 'well', 'simmons', 'cool', 'fitz', 'new', 'folk']"
positive,"['go', 'patriots', 'game', 'monday', 'night', 'football', 'baby', 'wait']"
neutral,"['niall', 'date', 'take', 'three', 'dinner', 'take', 'instead', 'three', 'time']"
positive,"['good', 'greek', 'editorial', 'primer', 'upcoming', 'greek', 'election', 'poll', 'show', 'tsipras', 'back', 'foot']"
neutral,"['must', 'hear', 'comment', 'pitch', 'afraid', 'much', 'know']"
neutral,"['may', 'allah', 'remove', 'hardship', 'muslim', 'allow', 'live', 'peace', 'sad', 'see', 'small', 'child']"
neutral,"['take', 'photo', 'eat', 'halo', 'halo', 'tomorrow', 'send', 'josh', 'birthday']"
neutral,"['official', 'real', 'madrid', 'atletico', 'face', 'spanish', 'supercup', 'august', 'august']"
positive,"['think', 'joe', 'biden', 'announce', 'run', 'president', 'colbert', 'next', 'thursday']"
negative,"['sad', 'naruto', 'manga', 'probably', 'cry', 'anime', 'end', 'come', 'u', 'october']"
negative,"['ok', 'may', 'regret', 'question', 'wbc', 'protest', 'foo', 'fighter', 'concert', 'tell']"
neutral,"['listen', 'lady', 'gaga', 'make', 'want', 'go', 'work', 'tomorrow']"
negative,"['scotus', 'violate', 'amendment', 'u', 'constitution', 'allow', 'right']"
positive,"['hello', 'mutuals', 'go', 'vamp', 'concert', 'manila', 'jan']"
negative,"['lpg', 'price', 'hike', 'put', 'hold', 'facing', 'stiff', 'opposition', 'centre', 'thursday', 'night', 'put', 'hold', 'r', 'incr']"
negative,"['may', 'lower', 'rank', 'mcgeezers', 'go', 'league']"
neutral,"['david', 'de', 'future', 'still', 'make', 'headline', 'join', 'real', 'madrid', 'january']"
neutral,"['congress', 'may', 'provide', 'case', 'removal', 'declare', 'officer', 'shall', 'act', 'president', 'article', 'section']"
neutral,"['apple', 'software', 'retail', 'chief', 'overhaul', 'san', 'francisco', 'reuters', 'apple', 'inc', 'ceo', 'tim', 'cook', 'monday', 'replace', 'head']"
positive,"['day', 'dog', 'today', 'national', 'ice', 'cream', 'day', 'make', 'mistake', 'declare', 'day', 'plus', 'free', 'cone', 'dog']"
positive,"['liam', 'please', 'follow', 'birthday', 'love', 'ya', 'c']"
positive,"['stop', 'friendship', 'village', 'tomorrow', 'star', 'war', 'day', 'talk', 'history', 'sw', 'also', 'display', 'collection']"
positive,"['believe', 'tomorrow', 'im', 'see', 'time', 'zayn', 'even', 'think']"
neutral,"['music', 'place', 'listen', 'everything', 'chris', 'young', 'justin', 'bieber', 'eminem', 'memphis', 'may', 'fire', 'lynyrd', 'skynyrd']"
positive,"['thanks', 'come', 'mardis', 'gras', 'july', 'fullerton', 'downtown', 'plaza', 'last', 'night', 'proceeds', 'go']"
neutral,"['view', 'come', 'lol', 'frank', 'ocean', 'taught']"
neutral,"['game', 'tomorrow', 'gregory', 'gym', 'buy', 'snicker']"
neutral,"['liam', 'get', 'tattooed', 'body', 'zayn', 'leave', 'member', 'leave', 'therefore', 'ziam', 'real']"
neutral,"['trevor', 'knight', 'hit', 'katy', 'perry', 'gotta', 'tell', 'string']"
negative,"['yell', 'someone', 'taylor', 'swift', 'kesha', 'entire', 'day', 'waste', 'try', 'good', 'tomorrow']"
neutral,"['sunday', 'oliseh', 'call', 'mikel', 'obi', 'pick', 'super', 'eagle', 'team', 'list', 'release', 'begi']"
neutral,"['ipod', 'grade', 'begin', 'brother', 'still', 'elementary', 'succeed', 'convince', 'dad', 'need', 'one']"
positive,"['yesterday', 'venus', 'serena', 'williams', 'face', 'time', 'u', 'open', 'quarter', 'final', 'serena']"
neutral,"['first', 'meet', 'london', 'pm', 'saturday', 'one', 'belgium', 'pm']"
negative,"['blame', 'one', 'rain', 'delay', 'sunday', 'night', 'baseball', 'red', 'sox']"
negative,"['fwiw', 'parental', 'household', 'may', 'make', 'batty', 'hopeful', 'trump', 'stay', 'legitimate', 'primary', 'snap']"
positive,"['amazon', 'say', 'offer', 'deal', 'today', 'black', 'friday', 'tip', 'take', 'advantage', 'amazon', 'prime', 'day']"
neutral,"['go', 'big', 'sean', 'concert', 'tomorrow', 'liacouras', 'center']"
positive,"['let', 'pray', 'christian', 'persecute', 'world', 'iraq', 'sudan', 'nigeria', 'india', 'pakistan', 'god', 'give', 'strength', 'may', 'god', 'bless']"
positive,"['rip', 'frank', 'gifford', 'enjoy', 'many', 'monday', 'night', 'listening', 'watch', 'u', 'call', 'nfl']"
positive,"['sharknado', 'best', 'movie', 'ever', 'april', 'get', 'go']"
neutral,"['see', 'mick', 'foley', 'win', 'first', 'wwe', 'championship', 'turn', 'tide', 'wcw', 'monday', 'night', 'war']"
neutral,"['watch', 'cate', 'blanchett', 'carol', 'universality', 'love', 'chemistry', 'rooney', 'mara', 'friday', 'via']"
negative,"['circuit', 'scotus', 'deny', 'appeal', 'upheld', 'bunnings', 'order', 'heck', 'make', 'crappy', 'lawyer', 'think', 'something']"
positive,"['would', 'anything', 'meet', 'greets', 'ed', 'toronto', 'show', 'september', 'way', 'help']"
neutral,"['u', 'tell', 'ur', 'bos', 'u', 'work', 'saturday', 'bc', 'ur', 'take', 'act', 'say', 'change', 'date', 'oh', 'yes', 'ok', 'bc', 'dunkin', 'main', 'priority']"
neutral,"['st', 'help', 'coach', 'girl', 'softball', 'team', 'iqaluit', 'wednesday']"
neutral,"['oliseh', 'meet', 'victor', 'moses', 'london', 'super', 'eagle', 'coach', 'sunday', 'oliseh', 'meet', 'nigeria', 'chelsea']"
neutral,"['everything', 'happen', 'september', 'exam', 'might', 'eid']"
neutral,"['rock', 'royalty', 'town', 'dave', 'foo', 'fighter', 'opener', 'royal', 'blood', 'first', 'niagara', 'tomorrow']"
positive,"['last', 'day', 'factory', 'frank', 'ocean', 'rumor', 'happy', 'friday', 'boy']"
neutral,"['dream', 'may', 'come', 'love', 'rosie', 'puncture', 'lizzie', 'mcguire', 'theory', 'everything', 'twilight', 'saga', 'nanny', 'diary']"
positive,"['ready', 'iron', 'maiden', 'day', 'tomorrow', 'maidens', 'book', 'souls', 'album', 'unleashed']"
neutral,"['wale', 'rugby', 'world', 'cup', 'squad', 'name', 'pm', 'tonight', 'melbourne', 'time', 'soon', 'find', 'whether']"
positive,"['need', 'surprise', 'mom', 'wid', 'b', 'day', 'sept', 'send', 'invite', 'pls', 'use', 'nokia']"
positive,"['join', 'u', 'pride', 'parade', 'sun', 'sept', 'start', 'noon']"
neutral,"['fair', 'grace', 'spring', 'heart', 'ever', 'sing', 'may', 'jesus', 'christ', 'praise', 'christian', 'value', 'ministry', 'song', 'heart']"
neutral,"['hope', 'niall', 'fine', 'give', 'space', 'want', 'hope', 'back', 'track', 'tomorrow']"
neutral,"['sicily', 'may', 'form', 'grand', 'coalition', 'italian', 'udc', 'party', 'leader', 'agi', 'rome', 'monday', 'rocco', 'buttiglione', 'leader']"
positive,"['thanks', 'rachel', 'give', 'try', 'love', 'book', 'saturday', 'kitchen', 'repeat']"
neutral,"['sunday', 'oliseh', 'meet', 'victor', 'moses', 'london', 'photo', 'super', 'eagle', 'coach', 'sunday', 'oliseh', 'start', 'pro']"
neutral,"['liverpool', 'hobby', 'red', 'sox', 'passion', 'liverpool', 'always', 'play', 'fiddle', 'day', 'din', 'top', 'table']"
neutral,"['blog', 'pick', 'doncaster', 'night', 'milan', 'generous', 'ransom', 'pick', 'competitive', 'race']"
neutral,"['obama', 'gonna', 'illegal', 'miss', 'usa', 'pageant', 'tomorrow']"
positive,"['oh', 'tomorrow', 'jason', 'wu', 'fashion', 'show', 'would', 'love']"
neutral,"['twitter', 'feed', 'dissolve', 'people', 'shout', 'capital', 'kanye', 'west', 'happy', 'monday', 'everyone']"
neutral,"['place', 'de', 'la', 'nation', 'day', 'mass', 'march', 'charlie', 'hebdo', 'shoot', 'probably', 'note']"
positive,"['samsung', 'introduce', 'two', 'new', 'smartphones', 'last', 'friday', 'galaxy', 'edge', 'galaxy', 'note', 'stay', 'ahead']"
neutral,"['accord', 'video', 'louis', 'believe', 'alien', 'harry', 'like', 'backflipping', 'gerbil', 'liam', 'giggle', 'larry', 'niall', 'laugh', 'lot']"
neutral,"['hiroshima', 'fella', 'go', 'well', 'tipping', 'dustin', 'johnson', 'round', 'leader', 'see']"
neutral,"['sleep', 'last', 'night', 'nirvana', 'acoustic', 'may', 'need']"
neutral,"['hindsight', 'say', 'shouldve', 'never', 'let', 'david', 'price', 'see', 'gotta', 'see', 'get']"
positive,"['dustin', 'johnson', 'snowman', 'first', 'already', 'he', 'start', 'usual', 'sunday', 'form', 'early', 'love', 'snowman', 'sneachta']"
neutral,"['still', 'wrong', 'sting']"
negative,"['murray', 'blow', 'handle', 'first', 'serve', 'set']"
positive,"['read', 'prelude', 'apple', 'event', 'help', 'think', 'new', 'wsj', 'bloomberg', 'nyt', 'ipad', 'news']"
positive,"['wish', 'good', 'luck', 'wednesday', 'exam', 'vamp']"
neutral,"['charlotte', 'open', 'day', 'fanfest', 'thursday', 'day', 'classic', 'wrestling', 'nirvana']"
neutral,"['federer', 'take', 'opener', 'djokovic', 'good', 'player', 'set', 'win', 'plenty', 'behind', 'serve']"
neutral,"['crazy', 'saturday', 'british', 'open', 'end', 'begin', 'dustin', 'johnson', 'top', 'bleacher', 'report']"
negative,"['evgeni', 'malkin', 'play', 'nhl', 'lockout', 'suck', 'watch', 'game', 'play', 'russia']"
positive,"['get', 'brother', 'tune', 'sunday', 'think', 'undertaker', 'get', 'revenge', 'beast', 'brock', 'lesnar']"
negative,"['look', 'spx', 'daily', 'early', 'june', 'bottom', 'day', 'spx', 'sma', 'slice', 'time', 'slice', 'yesterday']"
positive,"['ever', 'since', 'meet', 'grade', 'like', 'yo', 'kid', 'look', 'like', 'george', 'harrison', 'cool', 'since', 'time']"
negative,"['massacre', 'march', 'karm', 'similar', 'child', 'kill', 'knife', 'woman']"
neutral,"['metlife', 'blimp', 'fly', 'starkville', 'm', 'today', 'probably', 'get', 'ready', 'msu', 'game', 'saturday']"
positive,"['thanks', 'share', 'course', 'gary', 'may', 'want', 'check', 'blogpost', 'amazon', 'ml', 'well']"
positive,"['soton', 'v', 'everton', 'originally', 'sit', 'jan', 'reschedule', 'monday', 'nice', 'one', 'sky']"
positive,"['feel', 'monday', 'check', 'guy', 'dress', 'baby', 'prince', 'george', 'week', 'might', 'cheer']"
neutral,"['todd', 'hayne', 'intoxicate', 'tale', 'love', 'odds', 'star', 'cate', 'blanchett', 'rooney', 'mara', 'cinema', 'fri']"
positive,"['go', 'watch', 'mission', 'impossible', 'rogue', 'nation', 'paper', 'town', 'tomorrow']"
positive,"['tomorrow', 'w', 'info', 'session', 'learn', 'big', 'brother', 'experience', 'make', 'impact']"
neutral,"['tiffany', 'yonghwa', 'kikwang', 'mc', 'sbs', 'super', 'concert', 'america', 'nov']"
negative,"['also', 'anger', 'hindu', 'justify', 'get', 'anti', 'islam', 'may', 'feed', 'religion']"
neutral,"['visit', 'scarborough', 'leeds', 'sat', 'fa', 'cup', 'game', 'guiseley']"
positive,"['watch', 'gandhi', 'gaurika', 'today', 'nice', 'answer', 'question', 'new', 'age', 'patriotic', 'movie', 'though']"
neutral,"['live', 'zachary', 'might', 'try', 'stay', 'someone', 'next', 'friday']"
neutral,"['yoga', 'crash', 'course', 'dawn', 'marie', 'saturday', 'maya', 'shakti', 'yoga', 'studio', 'commercial', 'avenue', 'anacortes', 'wa']"
negative,"['must', 'loathe', 'apartment', 'madonna', 'outburst', 'july']"
neutral,"['forget', 'black', 'friday', 'track', 'lawwwd']"
neutral,"['jeb', 'bush', 'step', 'onto', 'fabled', 'soapbox', 'iowa', 'state', 'fair', 'friday', 'fairgoers', 'pelt', 'question', 'legacy']"
positive,"['contest', 'tomorrow', 'post', 'local', 'tucson', 'property', 'currently', 'active', 'tucson', 'ml', 'first', 'person']"
neutral,"['predict', 'right', 'orange', 'bowl', 'play', 'rutgers', 'jan']"
neutral,"['convince', 'sister', 'zayn', 'appear', 'background', 'watch', 'time', 'view']"
positive,"['lee', 'soo', 'man', 'deep', 'sympathy', 'go', 'family', 'struggle', 'grief', 'sadness', 'may', 'ur', 'wife', 'rest', 'peace']"
neutral,"['kurt', 'cobain', 'low', 'may', 'may', 'little', 'love', 'atl', 'judge']"
positive,"['cool', 'valentine', 'u', 'august', 'listen']"
neutral,"['miss', 'usa', 'tomorrow', 'either', 'go', 'watched', 'show', 'year', 'least', 'watched', 'show', 'year']"
negative,"['hate', 'ppl', 'rate', 'ig', 'lie', 'bitch', 'look', 'like', 'undertaker', 'go', 'give', 'man']"
positive,"['please', 'lord', 'islam', 'deen', 'may', 'die', 'word', 'allahuma', 'amen']"
neutral,"['syt', 'syngenta', 'comment', 'monsanto', 'mon', 'announcement', 'confirms', 'revise', 'proposal', 'reject', 'say']"
positive,"['sat', 'try', 'finally', 'fleetwood', 'mac', 'come', 'sign', 'today', 'go', 'good', 'day', 'miss', 'sun']"
negative,"['hulk', 'hogan', 'like', 'bulk', 'fooligan', 'folk', 'never', 'know', 'time', 'leave', 'room', 'day', 'sun', 'time', 'go', 'away']"
neutral,"['lookin', 'somethin', 'sit', 'nite', 'come', 'relax', 'along', 'david', 'owen', 'marine', 'room', 'la', 'jolla']"
positive,"['congrats', 'sunday', 'grant', 'let', 'seth', 'rollins', 'pretend', 'main', 'eventer']"
neutral,"['believe', 'may', 'major', 'security', 'scandal', 'prominent', 'people', 'involve', 'unclassified', 'hillary', 'server', 'cover']"
neutral,"['frustrate', 'teen', 'wolf', 'con', 'june']"
neutral,"['like', 'test', 'amazon', 'prime', 'shipping', 'order', 'shit', 'till', 'friday', 'see', 'get', 'saturday']"
neutral,"['tfi', 'friday', 'return', 'chris', 'evans', 'time', 'top', 'gear', 'claim', 'r']"
neutral,"['im', 'goin', 'allderdice', 'friday', 'seem', 'like', 'smackin']"
positive,"['street', 'fighter', 'v', 'beta', 'tomorrow', 'ready', 'give', 'someone', 'hand', 'preferably', 'peeps', 'part', 'nax', 'crew']"
neutral,"['may', 'want', 'pick', 'brain', 'look', 'get', 'io', 'dev']"
neutral,"['pretty', 'sad', 'first', 'time', 'hear', 'black', 'friday', 'kendrick']"
neutral,"['watchman', 'night', 'raymond', 'gram', 'swing', 'grabhorn', 'press', 'limit']"
positive,"['im', 'excite', 'cry', 'frank', 'ocean', 'way', 'school', 'tomorrow', 'w']"
negative,"['appeal', 'bunnings', 'original', 'order', 'circuit', 'scotus', 'deny', 'appeal', 'think', 'change']"
negative,"['kind', 'really', 'upset', 'miss', 'fgl', 'tomorrow', 'night', 'guess', 'make', 'jason', 'aldean']"
negative,"['anybody', 'pittsburgh', 'want', 'ticket', 'see', 'foo', 'fighter', 'tuesday', 'pain', 'miss', 'show']"
positive,"['super', 'sunday', 'indeed', 'footy', 'cricket', 'jet', 'air']"
positive,"['get', 'professional', 'beard', 'trim', 'do', 'plano', 'let', 'tell', 'nothing', 'like', 'curtis', 'awesome']"
positive,"['jumma', 'mubarak', 'muslim', 'may', 'allah', 'bless']"
positive,"['trial', 'start', 'tomorrow', 'try', 'put', 'pressure', 'set', 'free', 'ghoncheh', 'ghavami']"
neutral,"['nhs', 'make', 'xmas', 'yet', 'justin', 'bieber', 'still', 'place', 'x', 'factor', 'already', 'top']"
negative,"['play', 'iron', 'maiden', 'video', 'game', 'look', 'like', 'may', 'contain', 'offensive', 'damsel', 'distress', 'trope']"
positive,"['thurs', 'aug', 'new', 'series', 'kick', 'jurassic', 'park', 'party']"
negative,"['beyond', 'frustrate', 'right', 'june', 'support', 'gotta', 'find', 'someone', 'else', 'fix', 'drive']"
positive,"['lmao', 'turn', 'ipod', 'time', 'last', 'photo']"
positive,"['take', 'back', 'friday', 'night', 'eric', 'church', 'concert']"
neutral,"['grammy', 'sam', 'smith', 'confirm', 'tuesday', 'artist', 'chosen', 'theme', 'song', 'duty', 'spectre', 'th']"
negative,"['boko', 'haram', 'member', 'mahamat', 'moustapha', 'nigerian', 'allege', 'mastermind', 'june', 'suicide', 'attack']"
neutral,"['awww', 'miss', 'batch', 'big', 'brother', 'saw', 'nene', 'god', 'age', 'already']"
neutral,"['milan', 'opinion', 'best', 'squad', 'inter', 'rom', 'juventus', 'lazio', 'napoli', 'fiorentina']"
positive,"['weeknd', 'ed', 'sheeran', 'make', 'song', 'together', 'yep', 'today', 'definitely', 'friday', 'good', 'day']"
neutral,"['show', 'grade', 'literature', 'term', 'paper', 'iron', 'maiden', 'lyric', 'know', 'real']"
positive,"['new', 'planner', 'wish', 'list', 'amazon', 'say', 'way', 'friday']"
negative,"['express', 'bus', 'downtown', 'fort', 'lauderdale', 'may', 'cut', 'look', 'like', 'end', 'road', 'express', 'bus', 'google']"
positive,"['rom', 'enjoy', 'run', 'sun']"
positive,"['take', 'friday', 'holiday', 'birthday', 'duhhh']"
negative,"['tell', 'fir', 'first', 'delhi', 'police', 'bjp', 'may', 'wrong', 'case']"
negative,"['mt', 'deir', 'ezzor', 'mohammed', 'martyr', 'due', 'shelling', 'city', 'tuesday', 'october']"
neutral,"['john', 'kasich', 'make', 'thursday', 'rep', 'debate', 'take', 'place', 'ohio', 'state', 'governor', 'maybe']"
positive,"['take', 'bentley', 'ralphs']"
positive,"['sponsor', 'newport', 'comedy', 'series', 'friday', 'night', 'bob', 'marley', 'perform', 'hyatt', 'goat']"
neutral,"['blue', 'jay', 'ace', 'david', 'price', 'recently', 'sit', 'interview', 'sportsnet', 'magazine']"
